accession_code,ProstT5_64_dim_0,ProstT5_64_dim_1,ProstT5_64_dim_2,ProstT5_64_dim_3,ProstT5_64_dim_4,ProstT5_64_dim_5,ProstT5_64_dim_6,ProstT5_64_dim_7,ProstT5_64_dim_8,ProstT5_64_dim_9,ProstT5_64_dim_10,ProstT5_64_dim_11,ProstT5_64_dim_12,ProstT5_64_dim_13,ProstT5_64_dim_14,ProstT5_64_dim_15,ProstT5_64_dim_16,ProstT5_64_dim_17,ProstT5_64_dim_18,ProstT5_64_dim_19,ProstT5_64_dim_20,ProstT5_64_dim_21,ProstT5_64_dim_22,ProstT5_64_dim_23,ProstT5_64_dim_24,ProstT5_64_dim_25,ProstT5_64_dim_26,ProstT5_64_dim_27,ProstT5_64_dim_28,ProstT5_64_dim_29,ProstT5_64_dim_30,ProstT5_64_dim_31,ProstT5_64_dim_32,ProstT5_64_dim_33,ProstT5_64_dim_34,ProstT5_64_dim_35,ProstT5_64_dim_36,ProstT5_64_dim_37,ProstT5_64_dim_38,ProstT5_64_dim_39,ProstT5_64_dim_40,ProstT5_64_dim_41,ProstT5_64_dim_42,ProstT5_64_dim_43,ProstT5_64_dim_44,ProstT5_64_dim_45,ProstT5_64_dim_46,ProstT5_64_dim_47,ProstT5_64_dim_48,ProstT5_64_dim_49,ProstT5_64_dim_50,ProstT5_64_dim_51,ProstT5_64_dim_52,ProstT5_64_dim_53,ProstT5_64_dim_54,ProstT5_64_dim_55,ProstT5_64_dim_56,ProstT5_64_dim_57,ProstT5_64_dim_58,ProstT5_64_dim_59,ProstT5_64_dim_60,ProstT5_64_dim_61,ProstT5_64_dim_62,ProstT5_64_dim_63
P21187,0.07929244,-0.13776015,0.25695327,0.08181213,0.025845451,0.1761545,0.13841511,-0.016361516,-0.14241664,-0.045533527,-0.028347787,0.10531145,-0.094579466,-0.1223551,-0.055756047,0.15428805,-0.025655843,0.027970009,0.122692436,0.04603604,0.11990434,-0.019663773,-0.03023681,-0.059445344,-0.013700839,-0.009300925,-0.20954064,0.0035569072,0.2039063,-0.053411245,0.1460484,-0.0146073485,0.030820165,-0.114710376,-0.1347718,-0.06517956,0.12219506,-0.030889805,0.06850245,-0.018275566,-0.114019565,0.044569694,-0.003214517,0.0025702454,-0.14167306,0.047747865,0.10148689,0.07039357,0.019628681,-0.15260148,0.15373208,-0.18553537,0.006192513,0.12864774,0.129349,-0.2521373,-0.17023623,0.04426901,-0.05150721,-0.036930524,-0.10743899,-0.059724405,-0.24148735,0.084294006
O94760,-0.08048124,0.034652945,-0.088351235,-0.23166923,0.037930634,-0.02129674,0.015193872,0.16610283,0.1659474,-0.0858995,0.010235114,0.05894644,0.04215437,-0.059139896,0.1608105,-0.07466625,-0.038466908,0.02311512,0.0593001,0.00051277876,-0.04259133,0.14054534,0.14305873,-0.041449428,-0.18457988,0.07587459,0.18323992,-0.042855516,0.17774676,-0.31044695,-0.04836431,0.008516076,-0.083985195,0.015542008,-0.0013759434,-0.006728336,0.0074768583,-0.026307937,0.09747213,-0.10946434,0.020452157,-0.0026290976,0.078874074,0.051354952,-0.10873371,0.036944993,-0.056794517,0.16744238,-0.07761885,-0.05356703,-0.04682469,-0.19249289,-0.1179399,-0.013275284,0.09375341,-0.10049681,0.08017451,-0.040769637,-0.051460344,-0.1880309,-0.096616134,0.05439345,-0.007902339,-0.054818556
I7MG78,-0.24708542,0.05861079,0.026152138,-0.2648694,0.051388025,-0.012690648,-0.018475838,-0.083777644,0.10707715,-0.14966738,0.020348212,0.0010540448,0.10656054,0.036987003,-0.07463597,0.1449953,-0.008799121,0.035343938,0.00011656061,0.09127168,0.120769784,0.10508873,0.044543047,-0.014671922,-0.0333871,0.020104922,0.3477182,-0.12635121,0.21471746,-0.18962622,0.034754097,0.1270897,-0.066756375,0.015454924,0.046431273,-0.005237207,-0.0155555885,-0.07759,-0.024120279,-0.008666402,0.102189705,0.00795061,-0.043229155,-0.031778563,-0.028662477,0.074028194,0.01928313,0.07561874,-0.13369563,0.01589752,0.056803778,-0.19017664,0.024375819,0.17013353,0.0021300316,-0.24471606,0.034127295,-0.23494953,-0.026516762,-0.06381445,-0.07734878,0.009739235,0.11271349,0.22542964
P17256,-0.16572407,0.052373398,-0.10837953,-0.15452775,0.06203568,0.0357596,-0.031061545,0.071279064,0.044089444,-0.16776142,-0.0680446,0.08793907,0.011469383,0.037945546,0.032459304,0.030358642,-0.062979825,0.09453324,-0.02331509,0.083236545,-0.027989935,0.19184718,0.174079,0.00698456,-0.22694516,0.03722612,0.300086,-0.0746595,0.1306729,-0.2674655,0.012694916,0.046164718,-0.16633056,-0.027069842,-0.001463674,0.04294928,0.07695244,0.015144017,-0.05769597,-0.053290218,0.15695527,-0.0017569754,0.11617976,0.09674608,-0.043639816,0.063337065,0.02716762,0.23337287,-0.10817176,0.07825386,-0.012008224,-0.05687395,-0.107895695,0.080317445,0.15799688,-0.22207883,0.09084422,0.017506242,-0.028014645,-0.10780093,-0.13405325,0.046352766,-0.08769643,0.08456187
P09546,-0.08770982,-0.09129634,-0.07210396,-0.35227948,-0.016298415,-0.042328335,0.0033709705,0.06727864,0.13957208,0.049774334,0.016923161,0.0033925772,-0.04600785,0.102241024,-0.108239606,0.072916076,0.08479525,-0.0034275427,-0.1553902,0.10711858,0.0034539774,0.15080032,0.04133681,0.02489973,-0.14995217,-0.12982717,0.29222223,-0.10940078,0.24021602,-0.07798193,-0.06904195,0.09869189,-0.06995168,0.01717735,0.14485519,0.038717236,0.058913276,0.09836942,0.014057383,-0.021559035,-0.067003034,0.032958075,-0.1542063,0.023860067,-0.012155223,0.0013063625,0.10953542,-0.092186116,-0.09340823,-0.053397376,0.11749038,-0.10668785,-0.047974057,0.17130792,-0.11511178,-0.080233425,0.10142053,-0.035427295,-0.023237877,-0.0015241168,-0.045243107,-0.05028878,0.14880505,0.3970358
O14960,0.018959248,0.0009240648,0.0845544,-0.16785322,0.004221935,0.022097532,0.11587178,0.16757037,0.07943474,0.006489955,-0.16546533,0.14612769,0.068501994,-0.109734185,0.20300779,-0.1553886,-0.044725746,-0.01316819,0.079449795,-0.08375469,-0.15794535,-0.0366324,0.23953198,-0.03773228,-0.09566864,0.17807421,0.12794685,-0.14480937,0.0099645555,-0.31797403,0.04108373,-0.07120136,0.058232646,0.14618081,-0.15904576,-0.0048912466,-0.006965623,-0.108632326,0.08010504,-0.054930866,0.18387255,0.034831196,0.2336062,0.0153414905,0.03806781,0.097167514,-0.040189013,0.24267292,-0.12401732,-0.052541982,-0.35869458,0.0003411183,-0.20470211,-0.17881474,0.2493388,-0.08938373,0.042903267,0.061279606,-0.07530022,-0.20237559,-0.14534475,0.029723309,-0.13607079,-0.12611353
O59734,0.14836515,-0.052957196,-0.04892879,-0.13907444,-0.0030278675,0.20969713,0.009136289,0.12465555,0.50362676,-0.03749629,-0.026255796,0.16288452,0.016205646,0.26801607,-0.063381985,-0.32126904,-0.05855757,0.1368495,0.009473,0.1420944,0.0067735277,0.041563995,-0.07701324,-0.12830803,-0.005561702,-0.03501521,-0.09521597,0.033761486,0.19950657,-0.2594109,-0.0064664,-0.05587639,0.22198546,0.13265932,-0.029720768,-0.01630783,-0.08036923,-0.123331174,0.22237934,-0.1343183,-0.14893815,-0.089185454,0.3832664,-0.049731787,0.07554592,0.105910465,-0.16941482,0.16761923,0.018570054,0.12243261,-0.3075671,0.067582466,0.11711465,0.04078471,0.120697066,-0.119646385,-0.025181945,0.27166313,0.047145594,-0.28339508,-0.08557424,0.24293317,-0.20185041,-0.053446732
P42834,-0.055871777,0.05723492,-0.048069097,-0.23169395,-0.0132594425,0.057816297,0.21303256,-0.16227916,0.20286825,0.11570615,-0.045881145,-0.14242485,0.03874983,-0.12121067,0.15644072,-0.34879297,-0.14214516,-0.06933549,-0.08923203,-0.06924841,-0.12350966,-0.026467137,-0.08109323,-0.040608298,0.023508165,-0.015833832,0.050886977,-0.09515161,-0.19546902,-0.010461194,0.07302877,0.11170179,0.12463704,-0.017079156,-0.007812582,-0.044599175,-0.20231295,-0.11510551,-0.012644298,0.06665733,0.09128682,0.030660203,-0.06358373,-0.070654884,0.07668924,0.14681862,-0.013717219,-0.0786513,0.051763803,0.1217783,-0.12812686,-0.15245274,0.1500032,0.12807956,-0.02332063,0.15817647,0.037528284,0.19686839,-0.023488391,-0.029016484,-0.07646916,0.0004312098,0.117193796,-0.017477842
P14738,0.080345504,0.1462525,0.026078705,-0.20968145,-0.08360939,-0.1850085,0.2997858,-0.092853636,-0.5689833,-0.1190209,-0.10876454,0.06651142,-0.08865688,-0.12946177,0.09788966,-0.102978565,0.15893066,0.025478646,-0.09156354,-0.10031709,-0.08288528,-0.08600108,0.050414898,0.0024558138,-0.038136028,0.15012443,0.098768,0.06173587,-0.06166471,-0.17725366,-0.07871786,-0.030391391,-0.28880146,0.04045702,0.034457706,-0.038789123,0.16956308,0.042322602,-0.0011441112,0.16262288,0.23075163,0.051225826,0.029140174,0.079957955,0.24776872,0.0038784333,0.030567985,0.15602666,-0.06542614,0.057959907,0.027036946,-0.018429596,-0.08388726,-0.1562919,0.18342231,-0.039973445,0.11376115,-0.14234406,-0.06430046,-0.06783006,-0.035373226,-0.21530993,-0.06589887,-0.07064545
P31725,-0.035185,-0.02801684,-0.14506283,-0.10188173,-0.11301029,0.22649962,0.16980152,-0.0079205865,0.19882497,-0.017961923,-0.1391097,-0.12983404,0.10204757,-0.08118433,0.08682723,-0.32059193,-0.042903207,-0.067347735,-0.030642081,-0.07099332,-0.20007753,0.08568828,0.032028176,0.024052368,-0.073184,-0.13469037,-0.11028231,-0.14393473,0.2473755,0.08179668,-0.07338959,0.10671382,0.07418284,-0.00799452,0.07024941,0.024747774,-0.2224267,-0.0551925,-0.0030246973,0.08368039,0.05573512,-0.027133333,0.08042911,-0.04800161,0.075869754,0.2073851,0.103691116,0.107697286,0.05388178,-0.047271855,-0.106126845,0.013368187,0.053588014,0.15765628,-0.043174587,0.07654263,-0.06531804,0.07902543,-0.09122084,-0.08429589,0.026160965,0.059731223,-0.057883397,0.010711832
O14011,-0.032101236,0.019440752,-0.17817645,-0.33710092,-0.098437265,-0.054765083,0.12954153,0.19297326,0.074171975,-0.03380792,-0.062350206,0.11706407,0.09023833,0.12779361,0.043730985,-0.16436735,-0.11462666,0.031628773,-0.029684436,0.06794998,0.079915285,-0.047468442,0.051145718,-0.0783075,-0.08293642,0.014330313,-0.051628,-0.012213118,0.014195625,-0.17056727,-0.07613405,0.11207955,-0.03529183,-0.034550603,0.012965627,-0.0029618815,0.067537434,-0.016355932,-0.04888922,-0.05868659,0.15030113,-0.09860055,0.20624577,0.017691817,0.07464666,0.07440852,-0.115882315,0.15682411,0.08175483,0.04959806,-0.047956783,-0.18532458,-0.015218772,-0.06907949,0.1241309,-0.23819192,-0.009473778,0.09489577,0.027167436,-0.16883564,-0.08210121,-0.10905771,-0.20580053,-0.023324938
P21327,-0.14176817,0.034105603,-0.05884236,-0.23361507,-0.010620777,-0.04355377,-0.08190492,0.005945052,-0.07061978,-0.17143512,-0.05146307,-0.07087079,-0.006680943,-0.015195329,0.104280956,-0.0070355013,0.02139511,-0.024080567,-0.12667753,0.05095869,-0.09841974,0.1640549,0.297618,0.0045131985,-0.19819808,0.03598442,0.2755789,-0.0055265464,0.111943215,-0.22514404,0.016281826,-0.018240467,-0.18311849,0.047559362,0.02904959,-0.016547501,0.042641148,-0.015048493,0.0035414547,-0.011090505,0.13783826,-0.031298652,0.112905756,0.046451576,0.03343893,0.18538982,-0.031989627,0.113988556,-0.037532546,0.026185215,0.030564733,-0.073429845,-0.14530152,0.20214668,0.024070933,-0.13489917,0.038069807,-0.0325834,-0.07344714,-0.00016563386,-0.10363553,0.004921049,-0.031435423,0.09984953
O61722,0.08686054,-0.032206904,-0.16226503,-0.037696138,-0.017344382,0.030632917,0.13169217,0.15219389,0.26075855,-0.0656313,0.036671102,-0.13147512,0.06633254,-0.07988868,0.033619873,-0.15059227,-0.15108876,0.06297255,0.1258315,-0.11325349,-0.18984203,0.09475503,-0.009176952,-0.012073692,-0.09920168,-0.019763716,0.04218051,-0.0519322,0.377529,-0.16873282,-0.028667742,-0.03326205,-0.053246986,-0.029923202,-0.015985295,-0.05820377,-0.041072525,0.016015228,-0.019864678,-0.05845412,-0.09334759,0.0024261568,0.091773316,0.033093147,-0.14001368,-0.039071932,-0.009163685,0.10643849,-0.051203612,-0.0062104613,-0.08898915,-0.07919236,-0.06409345,-0.0772582,0.051849544,-0.025394619,0.02747748,0.019751955,-0.09431158,-0.081137106,0.054171517,0.1371266,0.018661007,-0.12386892
P62993,0.24198003,-0.090496354,0.071175694,-0.20322618,0.04913939,0.09941791,-0.0906319,0.19004127,0.3186513,-0.02832056,0.09997316,-0.060281795,-0.10104818,0.05604292,-0.009312555,-0.2504121,0.11071447,-0.045739114,0.053480025,-0.10065356,-0.023433913,-0.083578534,0.024499755,-0.06561912,-0.033138365,0.06259032,-0.12628758,-0.028901026,0.32595313,-0.32608458,0.0037992373,-0.19439973,0.2774392,0.12257534,-0.0618224,-0.10184075,-0.025725003,-0.0021898523,0.12341142,0.009315665,-0.142797,0.020303829,0.081172034,-0.024183191,0.0018962957,0.07661244,-0.08003797,-0.105001934,0.1161567,-0.119567476,-0.0068889074,-0.11843746,0.033957332,-0.03340596,0.046943776,-0.27886105,-0.11958085,0.09862289,0.104053274,-0.113941096,-0.04056175,0.043721255,-0.025545955,0.00912259
Q3HL75,-0.052336283,-0.016119696,0.049495913,-0.3007123,0.017737838,0.119048536,0.08718045,0.063728236,0.24966358,-0.18390927,0.08599377,0.060801234,0.011137545,-0.14965105,0.05917293,0.04696381,0.15525088,-0.13905178,-0.007667329,0.037683807,0.034337822,0.056680907,0.032496754,-0.061917506,0.035832696,0.16049388,0.34351403,-0.016868282,0.2619285,-0.24293485,0.10753915,9.578303e-06,-0.018397711,0.023133516,-0.009559363,-0.06753147,0.14256433,-0.067401305,0.20664042,-0.051547978,0.009592794,0.07815621,0.004400545,0.084911354,-0.31021965,-0.023684919,0.036690973,0.16772929,-0.226463,-0.14577541,0.27916408,-0.081683226,0.14195222,0.11366198,-0.01159326,-0.2602867,-0.04776907,-0.03864854,-0.00151572,-0.06376666,0.013674865,0.115670815,0.1591199,0.2066905
O75400,-0.009794408,0.028438505,0.11827432,0.2543223,0.0055762827,-0.084170155,0.30647558,-0.06697139,-0.606549,-0.03145384,-0.143972,-0.09597692,-0.10823699,-0.08038201,0.09856817,0.08328998,0.16682732,-0.064307764,-0.17605348,-0.020004481,0.023722872,0.027551219,-0.15135086,0.052037127,-0.025126453,-0.032435097,-0.1397697,0.31644207,0.19705778,0.2441667,-0.03911321,0.086741254,0.10763252,-0.089980245,-0.067932375,0.018863954,0.20988512,0.000885617,0.011641771,0.024728823,-0.13693368,0.052328236,-0.13308333,-0.036850937,-0.040264644,-0.014631972,0.25480542,-0.06460268,0.018895816,-0.061353814,0.008576825,-0.11239799,0.13030952,-0.103975244,0.015253358,0.08500375,0.011213772,-0.08809198,-0.22434926,0.08949191,0.028521681,-0.16898938,-0.21138997,0.10829052
P68104,0.18886659,-0.18895723,0.19784762,-0.25913358,0.0048210127,0.44311672,-0.15293038,0.15222155,0.37424454,-0.04978441,-0.023335837,-0.055189196,-0.18626028,0.007874923,0.070737965,0.05526063,0.34434998,-0.030982036,0.034346998,0.07239178,0.13333638,0.16842036,-0.018681262,-0.1521175,-0.041633163,-0.13679942,0.12171127,0.12574856,0.18125078,-0.07490154,0.15054555,-0.23108986,-0.17187,0.15855391,-0.00077174604,-0.0014377609,0.06439052,0.03829999,0.25186655,-0.06291333,0.07470001,-0.04518185,0.13032807,0.071668416,-0.3944585,-0.021216594,-0.12920412,-0.30507985,-0.043996315,-0.18618613,0.104702726,-0.07932731,0.042069953,0.21458301,-0.018051088,-0.3141927,-0.09071095,0.28914815,0.08647135,-0.18199527,0.044204995,0.21103019,0.028232805,0.05342772
P68105,0.18886659,-0.18895723,0.19784762,-0.25913358,0.0048210127,0.44311672,-0.15293038,0.15222155,0.37424454,-0.04978441,-0.023335837,-0.055189196,-0.18626028,0.007874923,0.070737965,0.05526063,0.34434998,-0.030982036,0.034346998,0.07239178,0.13333638,0.16842036,-0.018681262,-0.1521175,-0.041633163,-0.13679942,0.12171127,0.12574856,0.18125078,-0.07490154,0.15054555,-0.23108986,-0.17187,0.15855391,-0.00077174604,-0.0014377609,0.06439052,0.03829999,0.25186655,-0.06291333,0.07470001,-0.04518185,0.13032807,0.071668416,-0.3944585,-0.021216594,-0.12920412,-0.30507985,-0.043996315,-0.18618613,0.104702726,-0.07932731,0.042069953,0.21458301,-0.018051088,-0.3141927,-0.09071095,0.28914815,0.08647135,-0.18199527,0.044204995,0.21103019,0.028232805,0.05342772
O95727,0.15729071,0.01792715,0.04075683,-0.023240775,-0.057290617,-0.07872266,0.1170614,-0.17251672,-0.24020456,-0.19282568,0.052021466,-0.003701277,-0.013903797,-0.011036854,0.06451313,0.007942095,-0.076672405,0.05865802,0.05172583,0.078741364,-0.02606361,-0.103079006,0.054731358,-0.022877406,-0.10250083,0.03113909,-0.26368454,-0.08300176,0.02614681,0.10359726,0.036440507,-0.16323623,-0.32424825,-0.11872853,-0.037037343,-0.0014458448,0.110565394,0.01987594,-0.10173845,0.07738175,0.08518763,0.0041953903,0.17108251,0.044677876,-0.044277526,0.021475822,-0.070882805,0.09994577,0.17759724,0.016144887,0.057760917,-0.06907888,0.13731787,-0.096688084,0.116388544,0.031816296,-0.11221117,0.10622101,-0.1818957,0.059454136,-0.10285647,0.0064304546,-0.13969548,-0.09654169
Q05080,-0.024276348,0.089338474,0.07357871,0.16901897,-0.058965128,0.030043779,0.09910432,-0.27703914,-0.38829264,0.0035787039,-0.024678422,0.011398595,0.0097536035,-0.04020394,-0.08281742,0.00694596,-0.12405406,0.18508747,0.16364159,0.09134645,0.105986714,-0.06089074,0.23240519,-0.016654396,-0.124587685,0.024223201,-0.05810318,-0.07032906,0.08323026,0.06357486,0.13615587,-0.063179344,-0.3778872,-0.022229288,0.11124453,-0.08416915,0.34957683,0.07136387,0.07291831,0.11731518,0.019809522,0.095485285,-0.15175825,0.017916456,0.20180325,-0.052905872,0.04512108,0.13536906,0.09130956,-0.08242028,0.21960907,0.08030337,0.26479366,-0.05418023,0.08024019,-0.083289415,-0.21922308,-0.056370847,0.009169225,-0.086446516,-0.07125609,-0.09493679,-0.18151873,0.047918327
P25233,-0.016156865,0.04452626,0.007206008,0.04009241,0.026130531,0.039590124,0.24084857,0.03316848,-0.12619928,0.118437745,-0.024642635,-0.14374216,-0.092282124,-0.07789394,0.12432595,0.038839042,-0.18896122,0.021712475,-0.092870474,0.024265982,-0.14335184,0.19623992,-0.20342682,-0.0040120967,-0.037617926,-0.05791058,0.08976407,0.0013689026,0.10569826,-0.0059494507,0.069029085,0.08254209,0.060485337,-0.18622279,0.044003144,-0.05099921,0.0053298916,-0.07677868,0.030260593,-0.0031568934,-0.064539336,0.012987489,-0.0044756075,-0.07113482,0.032974087,0.09489233,0.072331876,-0.023160845,-0.098344,0.0593367,-0.0540275,-0.14551702,-0.13221309,0.16021338,-0.010966137,-0.06570515,0.051713742,-0.06852955,-0.1812468,0.075945385,0.059765615,-0.0060332716,-0.09151919,0.011388136
O75129,0.18141492,-0.10630829,0.112444624,0.07412793,-0.042999193,-0.23161528,0.2529842,-0.15938757,-0.4150509,0.00914434,-0.13914017,0.061401524,-0.052688114,-0.047389224,0.116472654,0.028688595,0.11747265,-0.049240485,0.098517075,0.09917541,0.014482833,-0.023098059,0.14048365,-0.022789016,0.03008435,-0.11976294,-0.096586265,0.019041568,-0.3094812,0.023677526,-0.027117873,-0.0790655,-0.28542686,0.012341693,-0.02383956,0.03392481,0.19608477,-0.037379615,0.092256494,0.035664745,0.009266689,-0.02727439,-0.1530086,0.045457907,0.18469918,-0.12162644,0.07681583,-0.059286766,-0.011936706,-0.16562122,0.3135677,-0.18801506,0.060189426,-0.12972665,-0.06501579,0.28242737,-0.0074640885,-0.0700687,-0.1367774,0.14836827,0.02231617,-0.052035183,-0.19129121,-0.00961424
P02091,-0.3180944,0.06384143,-0.14537336,-0.27993935,0.0648779,0.24758947,-0.093877256,0.023023982,0.32394665,-0.32270953,0.032684587,0.097185425,0.019582327,-0.16221406,0.028495044,-0.2304082,0.12526727,0.039421886,0.08001795,0.0011815131,0.09356083,0.3046955,0.05250403,0.07803856,-0.30598292,-0.07026765,0.38407525,-0.31480235,0.41638935,-0.108372934,-0.22689918,-0.026792638,0.20296103,0.13474834,0.1262986,-0.087814,-0.08763108,0.0034193136,0.23346736,-0.07883586,-0.13887244,0.08449987,-0.07258313,0.012771223,-0.015853276,0.0826952,0.14203891,-0.10075187,0.07319767,-0.16389543,-0.056755085,-0.07720309,0.2543995,0.22207692,0.17481822,-0.05517759,0.045570575,0.2117824,0.21990263,-0.16766255,-0.14603524,0.1200616,0.068876214,0.060406104
A8KC60,0.019239018,0.0045898827,-0.06454497,-0.25203294,-0.08383873,0.16273952,-0.062445313,-0.15250096,0.20348126,-0.012510298,0.02238104,-0.11788413,-0.17475894,0.012379787,-0.03180115,0.06262316,0.1873039,0.059085853,-0.016384948,0.026645042,0.060527973,0.13048023,-0.07634403,-0.09884853,-0.11532479,-0.10191839,0.07187556,-0.0076860636,0.24422891,-0.13049516,0.0784642,-0.15127675,-0.16757283,0.12840837,0.08359638,0.023794733,0.09269166,-0.011789728,0.049956918,0.07805459,0.19873807,0.041913763,0.075524405,0.0043187067,-0.21309827,-0.03011655,-0.043276176,-0.14119604,-0.024693154,-0.062066607,0.11703655,-0.035455205,0.04622548,0.10691189,0.005059831,-0.2842692,-0.018771008,0.057019025,0.0077288523,-0.14885837,0.044111893,-0.09001632,0.15082425,0.09955807
P63165,0.26071176,-0.02024053,0.04460156,0.074217126,-0.08966617,0.15337646,0.23411332,0.15288852,0.2670243,-0.00523575,-0.034168668,0.012763694,-0.026221246,0.058252197,-0.13928978,-0.3424831,0.22898832,-0.03639889,-0.23532096,-0.1798376,-0.12174918,0.06379722,-0.12405991,-0.060188673,-0.15375718,-0.15447125,-0.2206814,0.054712914,0.3042984,0.06403543,-0.087929055,-0.029013615,0.13624477,0.05371814,-0.07309754,0.16231413,-0.124976516,-0.010215897,0.086541355,0.033929482,-0.17443591,-0.055503547,0.15978208,-0.039092302,-0.17374848,-0.05206786,0.105000526,0.20438197,-0.026848955,0.0009835586,-0.4017218,-0.041645493,0.021459527,0.07520313,-0.10702589,0.18122183,-0.18228677,0.14002192,-0.051165868,-0.043967813,0.060797296,0.114063814,-0.16663715,-0.0019679125
P10809,-0.002582593,0.06812389,-0.07392651,-0.16005896,0.07821928,0.105850175,-0.044416666,-0.057421494,0.31139654,-0.007745318,0.034635052,0.17763029,-0.1549758,-0.035523478,-0.04773292,-0.08297869,0.24723944,-0.03692393,0.006217167,0.18084837,0.24826412,0.13797982,-0.17561436,-0.057893723,0.0034425147,0.0060286745,0.3801277,0.0050710887,0.033418905,-0.17580459,0.085293636,0.037767496,0.0030358918,-0.09677333,-0.14032911,0.043890413,0.2641483,-0.054362107,0.024079323,-0.0072421697,0.13654406,0.13017887,0.07429288,0.051419415,-0.5228299,-0.068083204,0.052283302,-0.08625745,0.085277855,-0.012725867,0.22916934,-0.29320648,0.13407886,-0.008824345,0.09952594,-0.058328755,-0.11298607,0.09940657,0.020592827,-0.17646623,-0.20778003,-0.08217393,0.07871985,0.10753817
P53584,-0.09728148,0.020870056,-0.023289189,-0.21871775,0.0053192666,0.050334435,0.29079777,-0.2043445,-0.122924514,-0.0050449856,-0.09360959,0.03267364,0.056964442,-0.029366365,-0.04546854,0.06889856,-0.1580095,0.22233474,-0.021456737,0.20738612,0.015522223,0.17743257,0.22996451,0.0019068476,-0.19017369,0.012731902,0.13076726,-0.21207295,-0.046813976,-0.08198903,0.14484239,-0.012798927,-0.3690273,-0.05144709,0.061319336,-0.14104229,0.10458283,0.06831887,-0.10097538,0.0983702,0.14049128,-0.00043203123,0.021788036,-0.012335803,0.19190438,0.09847201,-0.071931176,0.10328894,-0.025257124,0.1006588,0.024447422,-0.11752518,-0.019813813,0.18448654,0.10339068,-0.16323741,-0.006010197,0.038504127,0.006734589,-0.21483585,-0.033327445,0.072369084,-0.028790243,0.1377616
Q9MZB4,-0.19993189,-0.119313814,-0.24192764,-0.15172897,0.004388146,0.21085289,0.09886106,0.045401227,0.3693586,-0.13953462,-0.12819254,-0.15476348,0.07445415,0.04486265,0.006158173,-0.005189024,-0.033323884,0.058533125,0.09335895,-0.094231054,-0.039031547,0.109524615,-0.11472531,0.07964366,-0.10169105,-0.12956245,0.090492554,-0.24484038,0.4867995,-0.18220106,-0.1338746,-0.099844225,0.15495363,0.045482952,0.033614233,-0.09939803,-0.1636936,0.050864544,-0.04818967,0.016180491,0.05093468,0.06865333,-0.07656821,0.034705512,-0.057331167,0.10100484,0.16572237,-0.121576644,-0.067933336,-0.093276344,0.047732636,-0.121767886,0.09329481,-0.07852232,0.17242062,-0.22787149,0.15622133,-0.06473298,-0.10642347,-0.09111397,0.0727106,0.16905475,0.18488246,0.14788434
P0DPK5,0.18555349,-0.16352907,-0.028011754,0.0025916994,0.026185531,0.34553093,0.029647216,0.08940587,0.24270622,0.12847659,-0.09153256,0.1362319,0.28253695,0.18009572,-0.042359367,-0.059008807,0.06328182,-0.15577012,-0.030701865,0.19243135,0.019781426,-0.005173412,-0.35493925,-0.14889787,0.2875337,-0.12313447,0.07790621,-0.16630699,0.27917886,0.29168463,0.08293047,0.17240906,0.24750456,-0.12107448,-0.16289045,0.009946652,-0.0045726676,0.053819362,-0.004700683,-0.23035756,0.12716484,-0.13458185,0.16365252,0.038968697,-0.080555275,0.079605594,0.24494052,-0.087440826,-0.012413166,-0.058945738,-0.3059731,0.035376806,0.15027034,-0.14202553,-0.0059893727,0.014022782,-0.12943608,-0.34061322,-0.07141091,-0.10237784,0.039129727,0.38561624,0.04715749,0.104198925
