accession_code,ProtT5_32_dim_0,ProtT5_32_dim_1,ProtT5_32_dim_2,ProtT5_32_dim_3,ProtT5_32_dim_4,ProtT5_32_dim_5,ProtT5_32_dim_6,ProtT5_32_dim_7,ProtT5_32_dim_8,ProtT5_32_dim_9,ProtT5_32_dim_10,ProtT5_32_dim_11,ProtT5_32_dim_12,ProtT5_32_dim_13,ProtT5_32_dim_14,ProtT5_32_dim_15,ProtT5_32_dim_16,ProtT5_32_dim_17,ProtT5_32_dim_18,ProtT5_32_dim_19,ProtT5_32_dim_20,ProtT5_32_dim_21,ProtT5_32_dim_22,ProtT5_32_dim_23,ProtT5_32_dim_24,ProtT5_32_dim_25,ProtT5_32_dim_26,ProtT5_32_dim_27,ProtT5_32_dim_28,ProtT5_32_dim_29,ProtT5_32_dim_30,ProtT5_32_dim_31
P42834,-0.01664728,-0.012683034,0.058210358,0.1206887,-0.08013059,-0.06521782,-0.0190657,0.09142176,0.16890445,-0.32979232,-0.33167392,-0.026949182,-0.033074822,-0.24554381,0.0041640922,-0.049532726,0.020039324,0.06591615,0.061753813,-0.16728923,-0.28664038,-0.07898026,-0.15923661,-0.042488903,-0.20010248,0.002977863,0.12632428,-0.0831348,0.028039023,-0.05888644,-0.2520643,-0.43453616
P14738,-0.22053337,-0.14194566,-0.49779624,0.28643462,0.4131508,0.32688162,-0.24308354,-0.11280573,0.20187818,-0.33500558,0.005745396,0.13659266,-0.48468214,-0.34242797,0.46713215,0.26995537,0.4508739,0.07952748,0.14013705,-0.10850927,-0.1146383,-0.3543851,-0.2585351,0.05676329,0.038409792,-0.37033552,-0.17783281,-0.27765518,0.18675557,-0.05481904,-0.5057082,-0.16169435
P31725,0.06356837,-0.04429231,0.0007731728,0.06595476,-0.020143997,0.0320507,-0.07730825,-0.033695742,0.13373144,-0.077428326,-0.23719874,-0.01771406,-0.08400818,-0.28108403,-0.037294246,-0.0131999515,0.08496073,0.14058696,0.051697787,-0.1044102,-0.17977017,-0.11857955,-0.14100027,0.006154434,-0.15020093,0.036252975,0.13388924,0.064043134,0.060438965,-0.093776174,-0.2127065,-0.2749855
O14011,0.13594986,0.085214004,0.3915642,0.017199714,-0.38239497,-0.323434,0.10535165,0.20555735,0.1227006,-0.2893154,-0.52076083,-0.10657167,0.24921833,-0.19969721,-0.29385597,-0.24099872,-0.2626335,0.044794142,0.034195136,-0.20678979,-0.39209333,0.11728352,-0.09042321,-0.07905615,-0.35576946,0.22128399,0.32186007,0.03590413,-0.094207674,-0.074472375,-0.07480264,-0.5906421
P21327,0.08097193,0.096968666,0.36474788,0.071035296,-0.35050133,-0.3410551,0.10587511,0.1807813,0.2060377,-0.37838024,-0.54684675,-0.002849169,0.23751603,-0.22071916,-0.31513333,-0.25701484,-0.23497127,0.041998565,0.04740071,-0.20122305,-0.42684674,0.07804592,-0.095957346,-0.08173493,-0.37270454,0.14545193,0.33058035,-0.010319769,-0.06800419,-0.13075072,-0.12127809,-0.63901216
O61722,0.4953077,0.14863496,0.7684887,-0.25845295,-0.7054932,-0.48097363,0.18581223,0.12502515,0.033607233,0.24026099,-0.6194562,-0.23752084,0.53259116,-0.18100294,-0.79409534,-0.45151415,-0.51503474,0.18786135,-0.070322186,-0.13005729,-0.31588668,0.268005,0.03999807,-0.06340051,-0.477435,0.62529534,0.6266309,0.506249,-0.15972957,-0.14375073,0.23599193,-0.49303436
P62993,0.5822248,0.11003403,0.7513531,-0.31885913,-0.6839979,-0.40944558,0.15476507,0.047313176,0.0060567297,0.4617539,-0.5668743,-0.26772422,0.51842886,-0.19018933,-0.84062684,-0.4254662,-0.4761537,0.26433772,-0.10483441,-0.06823291,-0.2368634,0.24205363,0.05915244,-0.049663477,-0.43081224,0.6970244,0.63237035,0.65721774,-0.12796386,-0.15472946,0.27174768,-0.3631934
Q3HL75,0.67160416,0.23994516,1.0951829,-0.38113442,-1.0664088,-0.76865476,0.3036462,0.35013837,0.062405426,0.13862577,-0.83704436,-0.43235135,0.852989,-0.03879501,-1.0701058,-0.6384516,-0.776855,0.15740047,-0.13282861,-0.14651862,-0.47700113,0.4319272,0.07100473,-0.15896717,-0.650842,0.82583326,0.7927481,0.611146,-0.23518279,-0.12186766,0.36056915,-0.6000215
O75400,0.3516795,0.03478591,0.35893184,-0.15548614,-0.31119373,-0.16170251,0.031972073,-0.058667548,-0.0011346601,0.32685372,-0.3515185,-0.13238513,0.19571726,-0.25600135,-0.4407993,-0.20694649,-0.19402935,0.2082877,-0.016698252,-0.085124955,-0.14869449,0.0675375,-0.037649617,0.019378906,-0.25963566,0.3852322,0.39602858,0.39331824,-0.049127072,-0.12781927,0.0615274,-0.2653607
P68104,0.8143287,0.23414136,1.0109265,-0.43748376,-1.0312697,-0.6919687,0.24722028,0.32354707,0.0011491366,0.365129,-0.7896277,-0.58443564,0.8464341,0.0047623515,-1.0225999,-0.57021224,-0.7306055,0.26289588,-0.20484364,-0.047884405,-0.37807178,0.36281052,0.0821884,-0.2383548,-0.59901446,0.89008534,0.73832464,0.7461183,-0.20436108,-0.0653266,0.39043215,-0.40482944
P68105,0.8143287,0.23414136,1.0109265,-0.43748376,-1.0312697,-0.6919687,0.24722028,0.32354707,0.0011491366,0.365129,-0.7896277,-0.58443564,0.8464341,0.0047623515,-1.0225999,-0.57021224,-0.7306055,0.26289588,-0.20484364,-0.047884405,-0.37807178,0.36281052,0.0821884,-0.2383548,-0.59901446,0.89008534,0.73832464,0.7461183,-0.20436108,-0.0653266,0.39043215,-0.40482944
O95727,-0.41702306,-0.30562094,-0.9903363,0.42700604,0.8937429,0.707152,-0.46596634,-0.31840694,0.0980065,-0.16770987,0.41574964,0.29343355,-0.9114017,-0.46596175,0.9465189,0.5481839,0.769713,0.0422384,0.27834773,-0.11458138,0.10970566,-0.5407404,-0.3160503,0.18998049,0.28762892,-0.6474006,-0.46863797,-0.4285994,0.26154548,-0.020361096,-0.66270745,0.07083401
Q05080,-0.17451859,-0.23782821,-0.68689936,0.23532736,0.5850672,0.5017923,-0.33274138,-0.16457865,0.02895898,-0.08806132,0.20809907,-0.01131808,-0.609297,-0.31066626,0.7099414,0.40394545,0.5700714,0.100040026,0.1422991,-0.07980685,0.040667593,-0.40365824,-0.2903617,0.07184506,0.18443319,-0.35678482,-0.33686662,-0.21889868,0.199725,0.04450324,-0.52595943,0.09383418
P25233,-0.392856,-0.12401279,-0.7913715,0.44237787,0.72522444,0.42502528,-0.34503606,-0.17021453,0.16844799,-0.4796185,0.19463676,0.28362113,-0.7116473,-0.41668653,0.79620165,0.40720952,0.5746601,-0.014945805,0.26684806,-0.1986,-0.06315794,-0.43648282,-0.29102486,0.10425255,0.12907276,-0.6488482,-0.33558872,-0.5830455,0.1581492,-0.010307431,-0.616557,-0.17018193
O75129,-0.38242513,-0.27988124,-0.93436426,0.40301907,0.83025414,0.6605366,-0.4369924,-0.2914177,0.110667095,-0.18338053,0.35970548,0.25881404,-0.85524434,-0.4412199,0.8924469,0.5238284,0.73547834,0.05314044,0.2514494,-0.10028455,0.08215228,-0.5202867,-0.3158034,0.17080015,0.25742313,-0.61281353,-0.43693498,-0.40123722,0.25991374,-0.022123843,-0.64660645,0.059034735
P02091,0.52067685,0.21722956,0.9868322,-0.28217784,-0.9238352,-0.69537765,0.28582,0.26737064,0.09463866,0.059533432,-0.7896714,-0.24858955,0.72169274,-0.12459617,-0.97666574,-0.60269904,-0.6874468,0.121307895,-0.0789849,-0.17421299,-0.47181103,0.3758601,0.055399835,-0.09731967,-0.60852426,0.69536024,0.7463845,0.49033374,-0.21132499,-0.16970737,0.28498444,-0.66689676
A8KC60,0.6545007,0.19881923,0.9928375,-0.3739817,-0.9444661,-0.6463983,0.26197064,0.23513913,0.043625254,0.2724499,-0.7632284,-0.38314113,0.74629444,-0.090435416,-1.0079248,-0.5775285,-0.6772386,0.20831761,-0.14328083,-0.11429119,-0.39196903,0.36488807,0.08008514,-0.13352269,-0.5784097,0.8089571,0.7495407,0.6473621,-0.20077747,-0.13104379,0.33956918,-0.51983625
P63165,0.76301146,0.08881129,0.8103619,-0.4227333,-0.8110493,-0.41157803,0.14617422,0.09689077,-0.02747139,0.6649937,-0.5952647,-0.46363,0.63072294,-0.0996535,-0.9212754,-0.42575923,-0.5274988,0.3525063,-0.19608697,0.034034412,-0.21122555,0.25289226,0.08109847,-0.12578349,-0.439555,0.8581569,0.63496983,0.8771765,-0.10587826,-0.11705837,0.33512214,-0.21849683
P10809,0.76459455,0.17661448,0.94317174,-0.42975244,-0.93223673,-0.5830524,0.21990961,0.2179367,-0.003725689,0.46032554,-0.71934354,-0.5058013,0.753092,-0.049270354,-0.9856031,-0.52798706,-0.6500805,0.28285965,-0.19250596,-0.039160002,-0.317886,0.32734236,0.08531101,-0.18244672,-0.53492737,0.8733821,0.7065463,0.7756822,-0.1777671,-0.09220509,0.3623092,-0.3630185
P53584,-0.23706895,-0.32899755,-0.8301478,0.28002918,0.72993016,0.66564524,-0.42182136,-0.29176083,0.04666986,0.07371074,0.34732726,0.08785843,-0.758316,-0.37658355,0.80010366,0.5048759,0.6911169,0.14363071,0.17535537,-0.025700796,0.13471577,-0.49219882,-0.30473706,0.12744206,0.27029443,-0.40944767,-0.40949538,-0.16078097,0.28327143,0.015152559,-0.56168455,0.18824632
Q9MZB4,0.58449185,0.19835065,0.9788762,-0.32604113,-0.923152,-0.6513822,0.26614177,0.23047984,0.06918521,0.19026195,-0.76689553,-0.30572283,0.71882045,-0.118443094,-0.9925889,-0.57918394,-0.66844046,0.179784,-0.11708219,-0.13847905,-0.414671,0.35975057,0.070212886,-0.10512664,-0.5831268,0.7540357,0.7494974,0.5818107,-0.19248462,-0.15512672,0.3119554,-0.5831454
P0DPK5,0.7692898,0.17397793,0.9535437,-0.41971365,-0.95275986,-0.5989752,0.22278371,0.23892581,-0.016239237,0.45472676,-0.72456336,-0.52254766,0.7767001,-0.03396298,-0.9836083,-0.53041685,-0.66868883,0.28652588,-0.19248694,-0.034835845,-0.32182655,0.330121,0.07953018,-0.19421694,-0.53962517,0.8808059,0.70465624,0.7721877,-0.17429316,-0.082081735,0.36296925,-0.37302905
P08902,0.3538491,0.18703975,0.76816404,-0.14258121,-0.71479464,-0.5725938,0.22076806,0.23144335,0.1042261,-0.08897427,-0.6914686,-0.1451882,0.55013007,-0.17544958,-0.73431194,-0.47909597,-0.5491701,0.080037415,-0.016338315,-0.19870037,-0.44945967,0.29053003,0.0054753423,-0.081892446,-0.52446735,0.49465954,0.595711,0.29361987,-0.18375343,-0.15386017,0.16026184,-0.6818157
Q88YH3,0.66482145,0.23247673,1.0786048,-0.37841353,-1.0463057,-0.7486773,0.29695827,0.33027616,0.060296703,0.15642563,-0.8260597,-0.4213263,0.83347857,-0.049433663,-1.0580894,-0.6293025,-0.7602002,0.16473758,-0.1341672,-0.1442544,-0.46341723,0.42184043,0.07187787,-0.15360193,-0.64054483,0.8225202,0.7856493,0.61350197,-0.23043609,-0.123747796,0.35561904,-0.5904947
O81770,0.36706108,0.10752912,0.55545413,-0.16676559,-0.50716656,-0.34775534,0.12181767,0.086608805,0.02089626,0.14761472,-0.50375676,-0.18919101,0.36140108,-0.20794812,-0.55296797,-0.32839504,-0.3670384,0.15389237,-0.025537726,-0.14257516,-0.2752816,0.18164459,-0.013042264,-0.039540045,-0.38463065,0.45816547,0.47974822,0.35377038,-0.12713751,-0.1106018,0.12046349,-0.44620776
P15700,0.69092846,0.19215955,0.97840077,-0.3954134,-0.9389198,-0.6259697,0.24866068,0.23458037,0.018328715,0.32920825,-0.74508667,-0.43437624,0.7497654,-0.07438113,-0.9931093,-0.5625652,-0.67246324,0.22761497,-0.15756929,-0.09899828,-0.364512,0.35786724,0.08127341,-0.15252924,-0.56165326,0.83355457,0.73172903,0.68216026,-0.20142558,-0.10946843,0.35042104,-0.46928918
P10493,-0.34300104,-0.15107754,-0.7190804,0.39389762,0.6231676,0.42308873,-0.32269886,-0.15056181,0.17249016,-0.41760755,0.14600259,0.21414545,-0.6530942,-0.3837879,0.72091454,0.38967302,0.5583875,0.024299994,0.22035687,-0.14781815,-0.06890719,-0.41983137,-0.29906553,0.09318171,0.11354432,-0.55920595,-0.3100839,-0.4648451,0.19224222,-0.019051239,-0.5964242,-0.13815537
P03615,-0.2547779,-0.38130015,-1.0331914,0.30335602,0.92425364,0.825489,-0.50994956,-0.39807084,-0.01927377,0.19511856,0.49086258,0.08761739,-0.9093009,-0.40139008,0.97718966,0.6171334,0.8288135,0.16979992,0.18475357,-0.0055899248,0.24374807,-0.567219,-0.30640745,0.13587716,0.3792661,-0.48026782,-0.53077877,-0.18787923,0.29573452,0.04179971,-0.60729146,0.3351916
P28241,0.6486625,0.18981387,0.9825954,-0.37243223,-0.9323041,-0.63245773,0.25341064,0.24165463,0.023090053,0.27725303,-0.7434715,-0.4019816,0.7382485,-0.08874631,-0.98029554,-0.5673808,-0.67465365,0.20320645,-0.13481966,-0.12186136,-0.37815747,0.3669132,0.07379082,-0.13706279,-0.56791174,0.809438,0.73132586,0.6387191,-0.20796016,-0.11490701,0.33943757,-0.5122042
O60906,-0.05317864,0.012115531,0.0100465305,0.18805814,-0.052575354,-0.11472607,-0.014847375,0.12159195,0.22404775,-0.47301286,-0.3718624,0.01814375,-0.030861754,-0.23213579,0.04678069,-0.04059153,0.034222614,0.05055526,0.071985036,-0.17270358,-0.3433965,-0.10136008,-0.16477288,-0.074641414,-0.22886059,-0.0876327,0.10913106,-0.18431577,0.03180182,-0.07111722,-0.3176845,-0.48688358
O75334,0.6223279,0.01007165,0.6168819,-0.34544578,-0.557207,-0.23081908,0.0663738,-0.070762865,-0.04387543,0.7421859,-0.41154575,-0.27060458,0.4068442,-0.22217947,-0.7701169,-0.31863424,-0.35793167,0.33914262,-0.103753954,0.009280022,-0.10421054,0.1702547,0.05282846,-0.0039728675,-0.320297,0.7140319,0.55404127,0.7994267,-0.06321064,-0.15885717,0.26049283,-0.1637856
O60609,-0.44932902,-0.387411,-1.0880789,0.4436641,0.9949537,0.84084845,-0.52392256,-0.43314016,0.08327888,-0.013957694,0.5117873,0.35406077,-1.0162196,-0.50859165,1.0027366,0.6125586,0.86933976,0.0886699,0.28285897,-0.064031124,0.18909636,-0.60101664,-0.31613874,0.23717934,0.36018625,-0.6596329,-0.5198525,-0.3650399,0.31646916,-0.044051863,-0.6898645,0.15785621
P01857,-0.31038254,-0.08327304,-0.60779774,0.38273424,0.5176468,0.29871657,-0.2608944,-0.08447004,0.20236535,-0.5254427,0.029495806,0.1833502,-0.54238665,-0.3485944,0.62373555,0.3170307,0.46884364,0.015144527,0.19530424,-0.16518512,-0.1476255,-0.36650702,-0.2816792,0.043260634,0.037508763,-0.52555835,-0.24247885,-0.48882708,0.14990987,-0.021926492,-0.5683608,-0.23016906
Q0VCU1,0.6862294,0.19405277,0.9877104,-0.39102125,-0.94818944,-0.6383231,0.254422,0.2366504,0.02797373,0.3188933,-0.75424373,-0.4239839,0.7544238,-0.07448615,-1.0022421,-0.5698174,-0.67862844,0.22619359,-0.155929,-0.09841223,-0.37532482,0.36012274,0.08225313,-0.1504797,-0.5722465,0.83181405,0.7408823,0.6798917,-0.19928226,-0.11576569,0.34892103,-0.48276
O15537,-0.25936687,-0.13301001,-0.5378946,0.33164278,0.44351876,0.31907898,-0.25062928,-0.10010461,0.20623104,-0.40310794,0.015188456,0.15866488,-0.50229204,-0.34526265,0.52662385,0.29227197,0.45597246,0.0620694,0.1620907,-0.124274775,-0.12834175,-0.3602188,-0.26892757,0.053859495,0.03746987,-0.42583126,-0.20442936,-0.34674385,0.18435793,-0.04474327,-0.5352645,-0.19471139
P16233,0.028980002,0.014956392,0.13161841,0.100866824,-0.14892212,-0.12217939,-0.00016979873,0.0709336,0.19494417,-0.28774714,-0.3802504,0.004804738,0.030225735,-0.2547705,-0.1232343,-0.10836148,-0.03256606,0.08930121,0.049270507,-0.15434952,-0.30498278,-0.055566803,-0.13085999,-0.039433748,-0.24765593,0.04441914,0.20239657,-0.020398632,0.019482069,-0.10528461,-0.20688169,-0.4615947
P14384,-0.05510147,-0.090438224,-0.17046003,0.16241884,0.116401166,0.11032322,-0.11845107,-0.009370223,0.15501507,-0.23018818,-0.17028247,0.00084165484,-0.21213035,-0.27388138,0.1919714,0.09099314,0.1973737,0.10379706,0.08109668,-0.117924556,-0.18600203,-0.1931361,-0.19237792,-0.0025556497,-0.09748608,-0.106068194,0.0021000877,-0.09178762,0.10419124,-0.04690035,-0.34012926,-0.2680086
P05187,0.24026838,0.09409256,0.47121197,-0.063634045,-0.44556683,-0.32420036,0.10586537,0.09472715,0.12031178,-0.046234414,-0.5161944,-0.0738812,0.29117236,-0.23581183,-0.48294157,-0.29939044,-0.30173737,0.11896359,0.0035264082,-0.15922223,-0.32924265,0.12408638,-0.040555567,-0.03464061,-0.3822134,0.3267482,0.43561015,0.22509119,-0.08234075,-0.14235285,0.021851584,-0.52833694
O75694,-0.14893633,-0.07428606,-0.2908721,0.24531554,0.22328171,0.14630777,-0.14698556,-0.013230838,0.21366541,-0.40331686,-0.15634304,0.07983964,-0.2958219,-0.2917928,0.29578125,0.14349075,0.284029,0.07237139,0.105421424,-0.13238622,-0.20758975,-0.25961173,-0.21809632,-0.0061684046,-0.06875199,-0.25684178,-0.060772866,-0.24495387,0.12598497,-0.05715359,-0.4320677,-0.29391629
P01588,-0.44147837,-0.38297486,-1.0869745,0.44114932,0.99071294,0.830292,-0.51929,-0.40962404,0.06944968,-0.025294214,0.51012766,0.3309223,-1.0048186,-0.4965419,1.0168772,0.60794497,0.8532526,0.07713656,0.28382507,-0.07659584,0.18603742,-0.59564567,-0.31246287,0.2214823,0.35931754,-0.65503424,-0.5269835,-0.3792378,0.3028011,-0.028535806,-0.6865072,0.15378563
Q6PBE2,0.34496146,-0.012781799,0.30925,-0.15944833,-0.25308827,-0.060715947,-0.026225999,-0.146645,0.015077136,0.47002047,-0.2671107,-0.07394704,0.1298357,-0.31405938,-0.45155108,-0.16125798,-0.13338646,0.24754125,0.006885458,-0.050654426,-0.08423967,0.040772706,-0.0397612,0.06462346,-0.21418676,0.3857274,0.37632656,0.48241255,-0.010472149,-0.16846094,0.074464336,-0.19412161
P14079,-0.09937203,-0.22758755,-0.65791374,0.19684663,0.5631647,0.4689571,-0.31814066,-0.15201178,-0.016481247,-0.0047574937,0.19363943,-0.080010235,-0.5563065,-0.27363217,0.699447,0.3986815,0.5332754,0.124429315,0.114617854,-0.05770713,0.049842,-0.38251832,-0.2645014,0.039654307,0.17543644,-0.29437518,-0.32730904,-0.16342479,0.18007955,0.07075566,-0.4914116,0.13271768
P13725,-0.4401769,-0.3944025,-1.1016173,0.43826777,1.0051297,0.8516859,-0.5279131,-0.4246901,0.061333437,0.0036300048,0.523849,0.3275605,-1.0189943,-0.49844933,1.0285105,0.61700296,0.8667624,0.08558818,0.28053614,-0.06819609,0.20169082,-0.60509145,-0.31225976,0.22245923,0.37198615,-0.6506996,-0.5375937,-0.36722973,0.30895707,-0.02675873,-0.6874292,0.17393513
P0ABE5,0.24424613,0.07218696,0.43562937,-0.08025244,-0.4065757,-0.26823068,0.08243423,0.086160965,0.07143389,0.01249142,-0.45980448,-0.123613864,0.2538774,-0.23508589,-0.419549,-0.25661424,-0.27284527,0.12296091,0.007683255,-0.15499812,-0.28630173,0.12043244,-0.053048007,-0.02990832,-0.34161618,0.33867902,0.39254767,0.23988745,-0.08175263,-0.108104885,0.030033171,-0.47128963
Q13114,-0.22000146,-0.03493698,-0.35294527,0.3144996,0.27664688,0.11125371,-0.14567766,0.029103719,0.225061,-0.5774534,-0.17090473,0.102353625,-0.31993976,-0.2824897,0.40607107,0.17059475,0.2927249,0.020555384,0.13849993,-0.17286667,-0.25446072,-0.26190746,-0.2426647,-0.028446237,-0.076374434,-0.3629278,-0.10680848,-0.40678915,0.1022404,-0.0332665,-0.49148408,-0.36093724
P04591,0.523983,0.11785513,0.70032567,-0.27800372,-0.63236016,-0.39921847,0.14695835,0.055834465,0.0012928881,0.3778879,-0.5470072,-0.243974,0.48156548,-0.19542903,-0.7659524,-0.4049243,-0.4524603,0.22789899,-0.07613984,-0.09481794,-0.2479296,0.2329377,0.04145795,-0.047437415,-0.4206475,0.6306704,0.59457564,0.5657499,-0.14068314,-0.14250822,0.2346327,-0.39088923
Q8G6W1,0.7253666,0.24017309,1.0769303,-0.41279513,-1.0625271,-0.7433678,0.2881164,0.33893317,0.045854557,0.21507534,-0.82584333,-0.48972833,0.8549364,-0.02494131,-1.0654136,-0.6218338,-0.7622786,0.19322488,-0.16292024,-0.12008032,-0.44332552,0.4153092,0.077693895,-0.18412115,-0.63316315,0.8575443,0.78080523,0.6657244,-0.22933471,-0.10208963,0.37590906,-0.5326597
P23381,0.65348244,0.17187418,0.93793756,-0.37157902,-0.88597006,-0.580647,0.23430485,0.17735887,0.034384478,0.35531384,-0.7167716,-0.36401105,0.6945619,-0.11396597,-0.980821,-0.53765845,-0.6263403,0.23981452,-0.14708173,-0.090480745,-0.34463796,0.33272156,0.08096354,-0.116469406,-0.5396992,0.80242485,0.7254406,0.68091786,-0.17665312,-0.13750046,0.33019742,-0.46557564
P06454,0.75771666,0.052016705,0.77723414,-0.4244061,-0.7872377,-0.36643645,0.12745863,0.07721377,-0.048242297,0.71924406,-0.5578221,-0.4696532,0.6012892,-0.10302757,-0.8884579,-0.40152484,-0.5020918,0.36118573,-0.1917216,0.042519357,-0.17908531,0.23733121,0.071477264,-0.11120116,-0.40964428,0.8624924,0.6103107,0.8998188,-0.08756176,-0.113358155,0.322558,-0.18001035
O95071,0.2707522,0.059822276,0.41418678,-0.09924119,-0.3771028,-0.22700319,0.06462472,0.004514985,0.088848054,0.12701643,-0.4371038,-0.065184295,0.22720997,-0.26614586,-0.48016042,-0.25515416,-0.23599261,0.16279276,-0.0005832501,-0.12300915,-0.23934868,0.083379105,-0.03926143,0.0042895954,-0.31733084,0.3433599,0.42341164,0.30962175,-0.049891353,-0.15634745,0.036403745,-0.41468543
P04637,-0.32735816,-0.2451283,-0.8146207,0.36855432,0.70644253,0.57574,-0.38577604,-0.25806248,0.15728106,-0.2070211,0.2538316,0.23883128,-0.75150687,-0.41751546,0.7471928,0.46351817,0.67146003,0.08073853,0.21033312,-0.07850508,0.025775358,-0.48561692,-0.30350512,0.14817049,0.19759253,-0.5454399,-0.3554085,-0.33923516,0.26319084,-0.048366055,-0.61411154,0.012622446
P09956,-0.1960333,-0.33487523,-0.9319434,0.26056346,0.8193663,0.7151977,-0.44774076,-0.328171,-0.018990975,0.13775916,0.40047768,0.039250754,-0.8093906,-0.35543025,0.8904054,0.550917,0.7488035,0.1528073,0.15901986,-0.020802822,0.18721384,-0.52149177,-0.3046564,0.12031127,0.32536176,-0.43379372,-0.46503887,-0.18350372,0.26992083,0.045361385,-0.5862516,0.2988264
P17506,0.7496575,0.22802965,1.0472031,-0.42027858,-1.0378398,-0.7092686,0.27206826,0.32332695,0.018457402,0.28324252,-0.8004677,-0.52228224,0.8443964,-0.017313838,-1.0381552,-0.5981637,-0.7465701,0.220357,-0.17710344,-0.09768511,-0.4065321,0.3926438,0.079942465,-0.20176464,-0.6074237,0.87391776,0.75680983,0.69533324,-0.22004652,-0.08293948,0.3797889,-0.48492748
P13667,0.6149633,0.12499367,0.8194987,-0.3406116,-0.7592047,-0.469485,0.18038517,0.10055258,0.005667273,0.4413767,-0.61367315,-0.31901675,0.5872393,-0.15699972,-0.8820665,-0.46218634,-0.53784716,0.2583478,-0.12005478,-0.07643986,-0.26843143,0.27879807,0.0674265,-0.08086714,-0.46843025,0.7483755,0.6592146,0.6758045,-0.14765722,-0.13698374,0.29673687,-0.39423478
P27487,0.16536024,0.09678112,0.4249403,0.00085264817,-0.41169095,-0.34150633,0.10983155,0.17717871,0.13603246,-0.23768355,-0.53354514,-0.08584661,0.2755773,-0.2106391,-0.36561924,-0.2679565,-0.28408217,0.06648989,0.02645962,-0.19333671,-0.3849066,0.121879846,-0.072578564,-0.07267263,-0.37706515,0.24685574,0.36517802,0.08720482,-0.09122406,-0.10466374,-0.045327812,-0.58981806
Q21648,-0.023485526,-0.29854596,-0.68948895,0.11928311,0.627286,0.5915993,-0.37127495,-0.3011615,-0.08149423,0.32819015,0.3115647,-0.095428266,-0.6159153,-0.30236727,0.6575896,0.43781343,0.6066123,0.21942237,0.09289452,0.0120928325,0.18684846,-0.41251692,-0.26513878,0.09484189,0.25891095,-0.20110525,-0.32414892,0.030101284,0.22510271,0.053465873,-0.43831328,0.31987357
O14792,-0.19341558,-0.13737455,-0.43949115,0.27702764,0.3501748,0.27361107,-0.21676928,-0.08061739,0.19823349,-0.3272956,-0.03247726,0.10664799,-0.4252174,-0.32082966,0.43296576,0.24158415,0.3921281,0.085342735,0.13206394,-0.11018829,-0.13799192,-0.32036495,-0.24646094,0.036015093,0.0018813908,-0.3233776,-0.15090078,-0.2484251,0.17375474,-0.046501547,-0.48520324,-0.19566198
P28862,-0.19925123,-0.070839316,-0.2861725,0.28458524,0.21199325,0.12040673,-0.1394624,0.021396413,0.23008941,-0.489829,-0.1696049,0.094104834,-0.29640424,-0.29078698,0.33211178,0.142315,0.26389498,0.046952017,0.124760464,-0.15535049,-0.24297221,-0.24570587,-0.23431158,-0.012417274,-0.08696641,-0.28285253,-0.07372829,-0.30296108,0.1230952,-0.045126937,-0.4498813,-0.35877538
O60870,0.27769756,0.017553046,0.27797908,-0.10421876,-0.24067599,-0.103735104,-0.0013111904,-0.07112575,0.044351544,0.24701956,-0.31941772,-0.08116794,0.123355374,-0.2809973,-0.36594683,-0.16335422,-0.12591219,0.19546524,0.0076228715,-0.08884323,-0.15079875,0.02475454,-0.058231115,0.0258195,-0.23382396,0.30292958,0.3404162,0.33098346,-0.02120126,-0.13687104,0.007621154,-0.27080438
