accession_code,ProstT5_32_dim_0,ProstT5_32_dim_1,ProstT5_32_dim_2,ProstT5_32_dim_3,ProstT5_32_dim_4,ProstT5_32_dim_5,ProstT5_32_dim_6,ProstT5_32_dim_7,ProstT5_32_dim_8,ProstT5_32_dim_9,ProstT5_32_dim_10,ProstT5_32_dim_11,ProstT5_32_dim_12,ProstT5_32_dim_13,ProstT5_32_dim_14,ProstT5_32_dim_15,ProstT5_32_dim_16,ProstT5_32_dim_17,ProstT5_32_dim_18,ProstT5_32_dim_19,ProstT5_32_dim_20,ProstT5_32_dim_21,ProstT5_32_dim_22,ProstT5_32_dim_23,ProstT5_32_dim_24,ProstT5_32_dim_25,ProstT5_32_dim_26,ProstT5_32_dim_27,ProstT5_32_dim_28,ProstT5_32_dim_29,ProstT5_32_dim_30,ProstT5_32_dim_31
P15700,0.2819739,0.04677759,-0.19789311,0.25216395,0.055297207,0.026934624,-0.3212243,-0.60353744,-0.0968531,-0.28229788,0.29156008,-0.01423832,0.2117022,0.1449633,-0.015380181,-0.092921555,0.12344006,0.0721196,0.28000358,-0.30877596,-0.058285378,-0.21703996,-0.21239936,0.10189109,0.06644058,0.16557813,-0.21089497,0.14667588,-0.06762338,0.014498463,-0.013634,0.18045507
P10493,-0.22484362,-0.021970287,0.17481866,-0.06109876,-0.12009217,0.32590893,-0.027165473,0.32978186,0.34645525,0.5015625,-0.08996774,-0.0916125,0.14834452,-0.11416412,-0.21104756,-0.08639625,0.07419771,0.21824908,0.049035966,-0.29232746,0.042295225,-0.24269602,-0.015970994,-0.12816037,0.15376605,-0.2237309,-0.11426883,0.009565264,0.3132012,0.2584441,0.14915197,-0.22003086
P03615,-0.40406418,0.35790932,0.5835363,-0.17589694,0.2513774,-0.33848134,-0.42689005,0.7682844,-0.039142724,0.4983245,0.13745119,-0.27440497,0.25696975,-0.07783101,-0.24935916,-0.14136496,0.5618226,-0.05246321,-0.14066195,-0.8343206,-0.17733182,-0.65161616,0.29829952,-0.24441497,0.21142699,-0.19753547,-0.42156395,-0.022683203,0.57384294,0.47274584,0.32919785,-0.23027106
P28241,-0.08227407,-0.12062293,-0.23912823,0.008525161,-0.5557253,0.3465766,-0.32521453,-0.35147706,-0.13731736,0.091524184,0.13823517,-0.037286073,-0.14457268,-0.0547582,0.20636049,-0.11635837,0.011587165,0.133195,0.29387328,-0.33373386,0.0948081,-0.17457972,-0.25794458,0.022076912,0.13000305,0.21650751,-0.2025544,0.46289995,0.13522157,0.046829794,-0.206536,-0.0030402057
O60906,0.12540822,-0.10938978,0.03742872,-0.073691525,-0.24239711,0.33928952,-0.3360235,-0.1596294,0.11662933,0.111849606,-0.16597831,0.022933304,0.23435146,-0.06663135,0.04218372,-0.2724445,-0.07568945,0.017974146,-0.13083017,-0.2173524,-0.02306725,-0.48836112,-0.20420238,0.15704885,0.24035044,0.16192463,-0.26176676,-0.023132443,0.053773753,0.24947034,0.033511575,0.027665582
O75334,-0.16502823,0.5429516,0.7004072,-0.16908723,-0.171251,-0.16352943,0.7178319,-0.551449,0.08112676,-0.120834336,0.005459491,0.0066824853,-0.70489395,-0.001987949,0.31140843,0.0640538,-0.19169708,0.47709662,-0.40831345,0.21388818,-0.30320942,-0.26482087,0.31607366,0.5970854,-0.021411955,0.2246392,0.13876155,0.17829522,-0.07788727,-0.023096053,0.39891967,0.21155488
O60609,-0.1391279,0.12606701,0.27058,0.17230949,0.0411668,0.19003958,0.106414795,-0.07020315,0.23126322,0.27267078,0.38061056,-0.11374735,0.3211161,-0.1864875,-0.17648938,0.18336159,0.26175523,-0.061531983,0.27021575,-0.05602903,-0.00412497,0.09075348,-0.1146404,-0.33708334,0.48810917,-0.23399302,0.19689637,-0.071949676,0.34450632,0.06534882,-0.025103334,-0.15546462
P01857,0.1470403,-0.096710205,0.13613579,0.032414593,-0.15806372,0.22438756,-0.16747166,-0.0106685385,0.33125928,0.36909935,-0.2586752,0.008892685,0.13349038,0.019550927,-0.03139346,-0.32129738,-0.08619103,0.32650837,-0.4717824,-0.18952602,-0.08361174,-0.43766803,-0.06499155,0.11974557,-0.05888991,0.012966385,-0.3533369,-0.090806514,-0.028007925,0.22737138,-0.15658763,0.22345923
Q0VCU1,-0.096516296,-0.11777376,-0.35114977,-0.061903924,-0.14655754,0.36555955,-0.1253765,-0.20501408,0.10680929,0.22975172,0.22616927,0.10252705,-0.26296586,0.052791797,0.0138574615,0.009611934,-0.115274176,0.17377573,0.594541,0.08080725,-0.041590497,0.109475195,-0.0832918,-0.18290646,0.30658466,0.12922245,-0.08998852,0.5421171,0.22497696,0.02049368,-0.31208903,-0.39678094
O15537,-0.04984606,0.30190492,0.1252535,0.14604929,0.10828225,0.18330665,-0.12932295,0.17490003,0.24218822,0.6617465,0.15920608,-0.14680284,0.057240218,-0.1144598,-0.2320996,-0.071444824,0.025995992,0.14860654,0.11404979,-0.52560204,0.086594254,0.02184236,0.029933479,-0.087985456,0.024269924,-0.4587972,-0.27194193,0.150849,0.28265953,-0.038856193,-0.13697478,0.050529566
P16233,-0.029299393,0.115490794,0.06946722,-0.09136853,-0.24606578,0.43489248,-0.41602948,-0.005030386,0.108492784,0.4202224,0.02712566,0.0218077,0.057743073,-0.12517747,-0.1502645,0.027394876,-0.11905433,-0.102303304,0.22482336,-0.4791997,0.15669219,-0.17427199,-0.32679534,0.0017986447,0.2896896,-0.108218215,-0.19510826,0.19606234,0.41152278,0.18349864,-0.14711593,-0.1465014
P14384,0.023524866,0.030161008,-0.16542932,0.09680869,-0.10889745,0.37899,-0.0484,-0.12006987,0.2152801,0.13310663,0.095835805,-0.020649567,-0.031627268,0.05471594,-0.062369954,0.037328303,-0.06991257,0.060358368,0.44206583,-0.24780986,0.13276446,-0.053476997,-0.15042566,-0.055067793,0.08089736,-0.075689144,-0.19793645,0.2324228,0.20294988,-0.05569053,-0.065517366,-0.10544911
P05187,-0.06935313,0.06863591,-0.101777054,-0.08327249,-0.06541261,0.3430613,-0.11422089,-0.17027804,0.13620926,0.35520345,0.24234934,0.015342891,-0.059586883,0.039144315,0.021328889,0.11771726,-0.2250468,-0.032770246,0.5223573,-0.08071071,0.023355428,0.12524892,-0.19493088,-0.17711423,0.34068733,-0.030678717,-0.07031513,0.3483582,0.382114,0.05543403,-0.29421586,-0.36212832
O75694,0.029122531,-0.15213943,0.10021267,-0.20885727,-0.05446505,0.49097595,-0.4149628,0.2275818,0.3087065,0.41814673,-0.22002001,0.051375955,0.30483496,-0.023309827,-0.15560679,-0.14814398,-0.15639444,0.012553357,-0.15082501,-0.14418727,-0.04334085,-0.31848085,-0.14183146,0.0038170964,0.36943525,0.043412052,-0.12549287,-0.29914778,0.18177631,0.3889313,0.07147172,-0.2240971
P01588,-0.03972271,0.13573727,0.6363871,0.1806423,-0.052631535,-0.013190329,-0.5366458,-0.21761942,0.24594396,0.13770883,-0.013914268,0.16193706,0.44738537,-0.587519,-0.26239505,-0.25107762,0.24907236,-0.65740925,0.03708282,-0.3782218,0.40504643,-0.47951996,0.107172735,0.011792436,0.4578309,-0.17848305,-0.0033074692,0.26571542,0.40366894,0.091290146,-0.2778122,0.277321
Q6PBE2,-0.29904988,-0.060592905,0.5611732,-0.044816956,-0.18456021,-0.09694214,0.19429335,-0.9396515,-0.25925207,0.18063684,0.48501506,0.11879538,0.09338611,0.33326802,0.5285004,0.056069687,-0.08527839,0.0383342,-0.28508997,0.021796912,-0.11257704,-0.14344281,-0.086193666,0.44448382,0.058638304,0.5699858,0.23843732,-0.2204028,0.020064525,-0.24043034,0.011247892,0.5762866
P14079,-0.4023717,0.23711526,0.37962618,-0.22919191,0.20244561,-0.05460673,-0.3493615,0.9857411,0.06639421,0.50475055,-0.049406584,-0.183693,0.07205604,-0.13324189,-0.24926159,-0.089865685,0.3996181,0.20555252,0.0083634555,-0.7186122,-0.2346436,-0.5951264,0.1885894,-0.138265,0.2960264,-0.18564796,-0.38246313,-0.12085447,0.47681403,0.5598242,0.5517755,-0.4406196
P13725,0.00807929,0.039787844,0.4961006,0.272684,-0.08894032,0.053180687,-0.24445361,-0.28814727,0.37296584,0.0028478801,-0.13301286,0.20149562,0.36830056,-0.609003,-0.17884082,-0.26666653,0.27580214,-0.51462317,-0.10274789,-0.16085434,0.40932685,-0.40476424,0.21169859,0.02810926,0.3505851,-0.18823494,0.09136537,0.26672634,0.17581025,-0.043415237,-0.23940885,0.33792743
P0ABE5,0.0852969,0.16766757,0.27419466,0.09487425,-0.09736879,-0.0152891725,-0.6028936,-0.72051,-0.004124698,-0.09500347,0.17929257,0.08447306,0.2898655,-0.06415778,-0.015753135,-0.17194027,-0.10767099,-0.12608063,0.21218601,-0.33374178,0.10956996,-0.459916,-0.21710974,0.31918323,0.22966047,0.22709562,-0.15366757,0.08276287,0.14407575,0.115303576,-0.11387142,0.38458034
Q13114,-0.06443055,0.3177466,0.073115245,0.12065,0.007149119,0.1119121,0.22331452,-0.34446004,0.33466873,0.020336837,0.033563476,0.010668799,-0.30952555,0.08813927,0.19854417,-0.09776053,-0.27591348,0.37284702,0.13846797,0.19405173,-0.061256517,0.025615111,0.11569168,0.2213786,0.1436102,0.13664562,-0.124980025,0.021814466,0.16927859,-0.10634754,0.16473722,0.19540477
P04591,-0.17556383,-0.025481835,0.350532,0.19250137,-0.0145129,0.10141352,0.036818445,0.3262293,0.23925607,0.06770199,-0.020111289,0.015524596,-0.02728048,-0.1129798,-0.05749809,-0.07593757,0.1913781,0.19783065,0.04185939,-0.12865761,0.027818333,-0.32313588,0.053305205,-0.04259433,0.4072864,-0.0069034006,-0.041064046,-0.15079653,0.35579166,0.16443902,0.4521908,-0.021961752
Q8G6W1,0.067614615,-0.16370022,-0.6817501,0.12208646,-0.057510544,0.21594134,-0.119230196,-0.33504173,0.29100809,-0.06511888,0.06241483,0.22695076,-0.39523143,0.21529171,0.16279319,-0.21073797,-0.06567621,0.2888264,0.33502382,0.14798546,-0.00185367,-0.062671274,0.1834023,-0.16701148,0.044654295,0.25136176,-0.29452434,0.4346821,-0.09780658,-0.17732312,-0.21171772,-0.11213584
P23381,0.13813354,-0.10377315,-0.2971023,0.030844538,-0.051643815,0.27818212,0.054352656,-0.57312477,0.15944085,-0.18791726,0.27797368,0.018404424,0.16842332,0.22488508,0.07011428,0.123948745,0.07036291,0.0013653561,0.2560401,0.19652139,-0.12147513,0.13127221,-0.21024871,-0.19568478,0.29585266,0.21644819,0.053070836,0.12128617,0.105595075,0.13499574,-0.15542372,-0.27480045
P06454,-0.23455833,-0.4471584,0.42528412,0.22689694,0.083113834,-0.3559459,0.5578814,0.41107637,-0.55552554,0.30910128,-0.05365011,-0.41552508,-0.003909707,-0.18413258,-0.044483047,-0.09487653,0.572448,-0.29445523,-0.7021141,-0.013147131,0.052548576,0.010407209,0.3102451,0.12176922,-0.30531466,-0.13097912,0.17350596,0.34784997,0.1626929,-0.5154911,0.22637159,0.07841244
O95071,-0.16126172,-0.07390557,0.21142778,0.044430636,0.09422423,0.064418934,0.09007013,0.69341284,0.09542822,0.26156408,-0.18113154,-0.19600719,0.015751958,-0.17221063,-0.1455698,-0.19745865,0.27189004,0.3587463,-0.085006684,-0.28149667,-0.14382966,-0.40308416,0.10963698,0.02394355,0.17380412,-0.1865666,-0.21444401,-0.045193017,0.21566278,0.28589943,0.58204955,-0.2733938
P04637,-0.2134281,-0.014911994,0.28353798,0.36219144,-0.27357024,0.18734334,0.33263996,0.01172927,0.42887953,0.24086735,0.01655018,-0.18505609,0.07479888,-0.09302362,0.010280542,0.2131504,0.16930768,0.20618716,-0.150725,0.02227708,0.19880925,0.17309107,-0.057046186,-0.30739397,-0.06643782,-0.22768715,0.2726408,-0.22980008,0.2896469,-0.012036273,-0.02518652,0.08552194
P09956,0.108738765,-0.18635708,0.14388391,0.18201989,-0.06527464,-0.25387985,0.8201691,0.16849488,-0.042823013,-0.20941979,-0.4864423,-0.46227503,-0.3710259,-0.110306434,0.13524938,0.02286373,-0.030866772,0.0026338398,-0.7343607,0.3476616,0.114416145,-0.03907176,0.114791304,0.27933627,-0.44067585,-0.04955352,0.1785432,0.25601172,-0.09507526,-0.29657674,0.45334563,-0.1449545
P17506,0.24269284,-0.2009368,-0.70621085,0.24618998,0.15570791,0.08632417,0.05677849,-0.24081284,0.39315382,-0.19304022,0.14504214,0.2434152,-0.41096014,0.52724063,0.15421289,0.016415283,-0.040379137,0.18813124,0.3266389,0.15468867,-0.009069503,-0.009652078,0.09197061,-0.44738746,-0.042975597,0.16849342,-0.30407715,0.30503464,0.006380141,-0.18478753,-0.28212556,-0.22723855
P13667,0.17237575,-0.06076266,-0.21503559,0.20986521,-0.09072679,0.30292973,-0.121962324,-0.28857607,0.04731979,-0.18464994,0.046776164,0.06356639,0.030265674,0.032949917,0.068839796,-0.21527362,0.09109927,0.17896906,0.13468558,-0.15196216,0.011521486,-0.32361627,-0.15424913,0.16911793,0.16378985,0.15749697,-0.21198103,0.008138686,-0.08365082,-0.089045934,0.18900871,0.19333841
P27487,0.013888985,-0.12223303,0.04270467,-0.21225089,-0.19933797,0.49909368,-0.50537217,0.058149807,0.21547234,0.36953545,-0.2817635,0.06592119,0.23058838,-0.0029361024,-0.032462798,-0.2337502,-0.26339197,-0.03512948,-0.19057143,-0.23199177,0.05220658,-0.38451952,-0.21881884,0.17384027,0.21557729,0.15427113,-0.25477737,-0.1822545,0.20843935,0.3251456,0.0012017973,-0.07001052
Q21648,-0.36825264,-0.2150622,0.26442242,0.31237757,-0.14407493,-0.06634523,0.26496792,0.28692436,-0.027999375,0.17327592,-0.32297674,-0.14231211,-0.24704473,-0.15460114,0.27800792,0.2377762,0.10407302,-0.46384174,-0.65209436,0.015471853,0.641543,0.18393068,0.28024763,0.08394963,-0.51584977,-0.04426211,0.5608525,-0.16612235,0.20869783,-0.5911452,0.23204002,0.10287587
O14792,0.1525744,0.04102844,-0.06264789,0.14068499,-0.07617209,0.26919034,-0.082926705,-0.4327635,0.042862393,-0.10001522,0.26193836,-0.066652015,0.25598598,0.08242922,-0.025349885,0.047441453,0.124764815,-0.047943123,0.23036161,-0.1824798,-0.0047290837,-0.11220425,-0.3054269,-0.028309703,0.22833042,0.042801425,-0.061679624,0.006631568,0.1142261,0.03703593,-0.00031949952,0.0055490583
P28862,0.1076055,0.08613318,-0.038829572,0.1087602,0.027594019,0.37141398,-0.14434117,-0.07539251,0.179088,0.16322309,0.15432389,-0.035404272,0.09877533,0.05384264,-0.091611445,-0.045890287,-0.063961685,0.03907932,0.31841666,-0.2796212,0.036189333,-0.09856042,-0.14933611,0.00027889013,0.18219502,-0.089538835,-0.21394545,-0.0126707405,0.14866072,-0.002732364,0.022521485,-0.016439214
O60870,0.03444551,-0.05296305,0.23270202,0.36929175,-0.06248669,0.0046264455,0.3094677,-0.38994524,0.26671758,-0.017070293,0.25264093,-0.049982622,0.06253901,0.21384522,0.24692556,0.120300345,0.06218238,0.34233427,-0.06378101,0.13173881,-0.09389406,0.02040331,-0.121595085,-0.1464075,0.08377156,0.07604727,0.12634861,-0.28516454,0.06139276,-0.029563459,-0.06733173,0.27046463
P01584,-0.107319735,0.13975513,0.36874044,-0.085327975,0.08043639,0.03674736,-0.22670361,0.55431783,0.12233692,0.5726751,0.03373963,-0.25231513,0.2716601,-0.053327657,-0.23089623,-0.18373555,0.27754053,0.16023561,-0.24971078,-0.59160715,-0.19606234,-0.41729265,0.10503417,-0.19569646,0.18051909,-0.23469558,-0.34160545,-0.09234533,0.2843136,0.41046298,0.19074923,-0.18625407
P09086,0.023620024,-0.14943072,0.27728984,0.64158714,-0.23770224,-0.22362912,0.5180511,0.06319382,0.31267557,-0.18739122,-0.42492843,-0.38104868,-0.296662,-0.3247967,-0.0003509447,0.31363642,-0.00492464,0.1244712,-0.33029842,0.22955854,0.36206976,0.16525792,-0.008938093,0.09012255,-0.5117325,-0.20132244,0.45689964,0.03491226,-0.053762883,-0.29126713,0.16578706,0.12139329
Q06559,-0.1121545,-0.20103934,-0.0021320134,0.23145342,-0.12303357,-0.27392223,0.06820139,-0.44768703,0.25807986,-0.009259693,0.32602844,-0.09203086,0.15756577,0.41003844,0.4404815,0.09948425,0.052987248,0.28873777,0.025033653,-0.01931984,-0.052949253,-0.11492702,-0.020012472,-0.49186975,-0.13691099,0.19961941,-0.011036329,-0.07155068,0.07189203,0.13571979,-0.33245844,0.07847805
P10082,-0.3389045,-0.4082543,0.6666104,0.37387055,-0.071483955,0.08904675,0.097596854,-0.21307361,-0.31122264,0.39525247,0.30899552,0.13024774,0.31491387,-0.012576364,0.19072673,-0.08599323,0.36065787,-0.3286718,-0.3447145,-0.30389392,0.27346846,0.05099079,0.18025717,0.2528903,-0.05804491,0.09379716,0.26442397,-0.17726633,0.2036837,-0.5154768,-0.022013407,0.7033154
Q8G6R2,0.0667903,-0.2499153,0.23434195,0.34983706,-0.07300307,0.20901424,-0.10558531,0.2125076,0.09255074,0.40684924,-0.027808595,-0.12626177,0.3234679,-0.12751636,-0.11502424,-0.2525811,0.33169597,0.14296177,-0.3916601,-0.42786956,0.120038636,-0.2354248,0.053517904,-0.028595075,-0.08583783,-0.24389789,-0.16258156,-0.091480225,-0.036340453,-0.067482464,-0.08421494,0.33451653
P37370,-0.4712081,0.110737324,0.22426775,0.15822122,-0.2680007,-0.1903428,0.41767418,0.2246179,0.3753223,-0.08279334,-0.65414137,-0.23085243,-0.51376086,-0.21465766,0.21343863,0.5065508,-0.24039988,0.0060416386,-0.46018785,0.18227883,0.5371959,0.009219408,0.07020107,0.15159397,-0.7149831,-0.0703441,0.61220837,-0.16849276,0.13641632,-0.24723522,0.36958906,-0.062236387
P60723,-0.2394686,0.07809876,0.12413389,0.14244899,-0.24003631,-0.036438107,-0.43072963,-0.41247937,-0.045524005,0.28108028,0.31250888,-0.02144894,0.014760345,-0.0116178095,0.26129484,-0.047232777,-0.20417805,0.009111263,0.5686752,-0.5502142,0.25549245,-0.15076786,-0.22313562,-0.0017223358,-0.0009663254,0.000374211,-0.12901029,0.34757084,0.3591444,-0.015468663,-0.32609802,0.2251724
G4NAP4,-0.31731543,-0.070126235,0.1950525,-0.12911242,-0.12625426,0.3224944,-0.22629893,0.02947969,0.0718204,0.32850966,0.071474805,0.14861527,0.18125898,-0.285706,-0.13380086,-0.13436186,-0.008144133,-0.08662813,0.41872132,-0.17870326,0.09792281,-0.26600903,-0.18221407,0.0311113,0.47619027,0.0027424786,0.029346451,0.2094993,0.46919453,0.21592753,0.106677115,-0.25923425
C4XEI3,-0.018541023,-0.013433859,-0.17654425,0.031972125,-0.4555152,0.29721388,-0.42420724,-0.30500203,-0.19530222,0.21503823,0.36277917,-0.0631254,-0.31190896,-0.16336775,0.011997752,-0.073435485,0.02129957,0.2610156,0.41275364,-0.25596356,-0.088663474,-0.009825721,-0.26343423,-0.05595988,0.37119472,0.1598019,-0.18287566,0.57941425,0.13067184,0.14028895,-0.3153844,-0.1471901
P0DTC5,-0.27589902,0.39548728,0.56666684,-0.12466671,0.34934154,-0.4522485,-0.10056018,0.4713316,-0.040352244,0.29910827,0.21544106,-0.21008289,0.13884103,-0.05019421,-0.16092005,-0.2912241,0.5048375,0.11311547,-0.061316907,-0.5026518,-0.35438642,-0.6175948,0.4136238,-0.124844894,0.31850457,-0.088730596,-0.47802243,0.17777327,0.49303272,0.41235772,0.4087102,-0.2003356
P16858,0.1651736,-0.0693481,-0.5029957,0.15864885,-0.27291963,0.093188554,-0.25494146,-0.31507602,0.020404428,0.073698424,0.37874362,0.019143462,-0.49857038,0.21280524,0.04819473,0.086156994,0.11980261,0.24502102,0.29454672,-0.1677329,-0.079538815,-0.062326506,-0.24629873,-0.38700104,0.21577679,0.11364045,-0.26995608,0.57132655,0.066923216,-0.039472874,-0.43828568,-0.2447187
Q15750,-0.1469304,-0.13476574,0.079712845,-0.02504983,-0.22592193,0.37922803,-0.09088662,0.17289305,0.27390298,0.22801816,-0.2873735,0.02024661,0.09755069,-0.17222846,-0.1421186,-0.22838387,0.04337772,0.24514493,0.01628825,-0.21203262,0.0956982,-0.44425243,-0.08816615,0.122506484,0.09920965,-0.03886521,-0.14790568,0.06082152,0.19527146,0.2382962,0.25435558,-0.078486055
P0A855,0.16027229,0.05586408,-0.124830775,-0.14523046,-0.14381714,0.4228277,-0.72235805,-0.05596558,0.1846736,0.3167311,-0.27524585,0.116880864,0.13586217,0.04689645,-0.19621362,-0.22050968,-0.13716698,0.13289145,-0.3357996,-0.43031615,0.011408585,-0.4077729,-0.25912416,0.2666128,0.054641724,0.142654,-0.397885,-0.13634154,0.10571197,0.33815008,-0.064557895,0.12857646
P41834,0.12068634,0.14442909,0.5661243,0.20490119,-0.05450454,-0.15399954,0.40797192,-0.43209928,0.14717947,-0.13370326,0.121599555,0.11851129,-0.17585693,-0.21614523,0.14485109,-0.3114231,0.14762415,0.16145197,-0.33425447,0.124396354,-0.18423162,-0.33902848,0.23668945,0.2540508,0.35018057,0.09511406,-0.051428653,0.2109035,-0.07574206,-0.055345166,0.122619644,0.39730823
P12956,-0.14695106,-0.13776854,0.077287674,-0.12070033,-0.33209103,0.3549622,-0.19889744,-0.24631298,0.22561797,0.21101773,-0.079093665,0.077491164,0.24717516,0.04092204,0.21724272,-0.077902734,-0.14894572,-0.08908907,-0.065087095,-0.031351373,0.10713612,-0.32381338,-0.24769068,-0.025555551,0.22128804,0.24296989,0.010663308,-0.20789844,0.23504469,0.15300503,-0.049701367,-0.0013439134
O14793,-0.13571504,0.011792481,0.3795,0.013303032,-0.15184385,0.18756795,-0.05346006,0.06976085,0.23312202,0.4883411,-0.012247872,-0.16495648,0.30299532,-0.099322505,-0.008796565,-0.26243106,0.0011970997,-0.11763608,-0.15311393,-0.36796558,0.13780557,-0.26996675,0.04452416,-0.062289953,0.050559804,-0.19708413,-0.22396204,0.011728406,0.31736043,0.099035814,-0.08234678,0.11501798
P0CG04,0.34543008,0.08937916,0.12334779,-0.088074274,0.15340658,0.092953816,-0.6425986,-0.1989339,0.22972162,0.5583325,-0.013632882,-0.15086102,0.51309794,0.21933141,-0.279,-0.19622636,-0.079004675,0.1317168,-0.37947798,-0.42066354,-0.24715656,-0.27854168,-0.08602597,0.06259302,-0.15637973,-0.024233954,-0.5029297,-0.08574574,0.0022873655,0.43069112,-0.5730727,0.1437973
A4YDT1,-0.08967377,-0.010156043,-0.35246816,-0.031084934,-0.19795795,0.5791671,-0.6424051,-0.13462153,-0.055539493,0.14878145,-0.110551044,0.3131691,-0.095821336,-0.16653207,-0.025282823,-0.3258656,-0.081863225,0.023360036,0.23395208,-0.36404794,0.24627967,-0.29330805,-0.141107,0.35265726,0.20362939,0.18153234,-0.20036468,0.10944691,0.1141694,-0.10616768,0.18510167,0.14189659
O02649,-0.32443434,-0.13070777,-0.34350827,0.09171184,-0.5032719,0.06224425,-0.23179126,-0.5312666,0.19120856,0.174621,0.26658148,0.124142006,-0.37476394,-0.22682229,0.20421946,-0.22995079,0.093569346,0.49462426,0.4011224,0.12686484,-0.049811047,-0.036998503,0.057416286,-0.24064635,0.19973649,0.2813451,0.0014903322,0.6697428,-0.031938873,0.07376158,-0.47512686,-0.020854402
O88867,0.049115255,-0.087501764,-0.37512487,-0.04692135,-0.36617893,0.4058149,-0.2360063,-0.54912746,0.15064403,-0.12664138,0.0059640445,0.11032876,0.08214834,0.067405246,0.1256122,-0.049288124,0.07431361,0.10144559,-0.002487421,0.021546781,0.021444943,-0.21108785,-0.25556898,0.04027413,0.21007739,0.34814885,-0.054396488,0.01835829,-0.0059741363,0.09024084,-0.046493147,0.025817726
Q8N165,0.122492954,0.0678402,-0.05313114,0.10740609,0.11625521,0.28945774,-0.4569382,0.20644325,0.009656194,0.15497041,-0.02418476,0.13727933,0.020977408,-0.08887872,-0.26979667,-0.25494817,0.14453943,0.1687212,0.058895916,-0.47100192,-0.013162688,-0.41295505,-0.08505635,0.16295862,0.25837326,-0.02963627,-0.30623892,-0.030713707,0.11567839,0.10344884,0.30337223,0.07927272
Q8DNW9,-0.2838,-0.054112256,-0.04380975,-0.06706092,-0.31676042,0.39684448,-0.4951895,-0.33532792,-0.0856375,0.1418642,0.082670465,0.2707006,0.013585985,-0.31120956,0.06453752,-0.288205,-0.1331826,-0.04596117,0.45790082,-0.23951189,0.2053213,-0.25992128,-0.21127108,0.29369044,0.39206326,0.21966621,-0.059123524,0.31265485,0.2715481,0.020496437,0.048061717,0.05667005
P9WK17,-0.10578658,-0.101482436,-0.081882216,-0.15690395,-0.3384977,0.298359,-0.13237901,-0.41960883,0.051216844,0.27275264,0.35642478,-0.007817432,-0.0020139068,-0.009089053,0.013834402,0.16899568,-0.025342628,0.09785667,0.36644918,0.13657793,-0.17764208,0.11666995,-0.37642023,-0.26358318,0.45409763,0.19559428,0.09563137,0.38022023,0.3233506,0.3301538,-0.46454176,-0.4569243
P00684,-0.22129402,0.45050183,0.4865849,-0.0704928,-0.063294336,-0.062371336,-0.33176798,-0.10677004,0.2411842,0.75999373,0.35023695,-0.20414078,0.35076582,-0.15070996,-0.10569841,0.12880787,0.07543896,-0.2942907,0.03862512,-0.5415222,0.12706332,-0.055071212,-0.09744111,-0.41005778,0.29181314,-0.3922641,-0.06227217,0.07701786,0.6122419,0.18667097,-0.47252944,-0.006575037
