accession_code,ESM_32_dim_0,ESM_32_dim_1,ESM_32_dim_2,ESM_32_dim_3,ESM_32_dim_4,ESM_32_dim_5,ESM_32_dim_6,ESM_32_dim_7,ESM_32_dim_8,ESM_32_dim_9,ESM_32_dim_10,ESM_32_dim_11,ESM_32_dim_12,ESM_32_dim_13,ESM_32_dim_14,ESM_32_dim_15,ESM_32_dim_16,ESM_32_dim_17,ESM_32_dim_18,ESM_32_dim_19,ESM_32_dim_20,ESM_32_dim_21,ESM_32_dim_22,ESM_32_dim_23,ESM_32_dim_24,ESM_32_dim_25,ESM_32_dim_26,ESM_32_dim_27,ESM_32_dim_28,ESM_32_dim_29,ESM_32_dim_30,ESM_32_dim_31
P14738,0.2595597,-0.71413743,0.44102085,-0.029629795,-0.1871607,0.31380293,-0.14625019,0.38107932,-0.15246749,-0.51998174,-0.26330727,0.30245396,0.76922196,-0.13019463,-0.3076363,0.6831099,0.21750334,-0.21656388,0.057443567,-0.2878072,-0.27700087,0.11806798,-0.46986827,-0.06734755,0.19909075,0.018255133,0.16970411,0.20914805,-0.36662054,-0.0067085475,0.028095335,-0.00976257
P31725,-0.35915044,0.7160951,0.26835927,0.04651539,0.032795094,-0.33718807,-0.1322444,0.2522261,-0.027637146,0.29303375,0.041020058,-0.03300424,0.020713896,-0.8061679,-0.18847209,-0.2322384,0.15931338,-0.5893246,-0.28486046,0.19957173,-0.24339136,-0.13583452,0.3916242,-0.38827747,-0.058999807,0.4447917,-0.15233226,0.24478412,-0.2470015,0.1607502,-0.1323657,-0.23450044
O14011,0.39927816,-0.55274063,-0.18178298,-0.12593257,-0.060719512,0.26538897,0.071703926,0.08705421,-0.026382178,0.4264349,0.23391816,0.08813582,0.16641964,0.18424922,0.032107346,-0.22107263,-0.049513128,-0.27108106,0.08885638,-0.0020997971,0.2568553,-0.09534277,-0.27602234,-0.26196226,-0.0071121454,-0.08361094,0.062475085,-0.15841697,0.2996325,-0.5451083,0.22427055,0.24057053
P21327,0.6314924,0.09111351,-0.026411356,0.15333547,0.018669382,-0.00029794127,-0.025896095,0.14674024,-0.08826803,0.04761456,-0.14550826,-0.050459236,0.0072135553,-0.095520765,-0.10462985,0.015463486,-0.19193104,0.09823339,-0.29595968,0.05359686,-0.066587664,-0.117344975,-0.24057731,0.15186669,-0.14520246,0.14330421,0.025057971,0.2644527,-0.16681425,0.20115303,0.018920079,0.24398313
O61722,-0.07842803,0.40975642,0.031507883,-0.0007884335,0.1294697,-0.03586012,-0.11118819,0.360134,-0.02108927,0.413838,-0.103031196,-0.02973552,-0.2324033,-0.2347514,-0.072731875,-0.22176306,-0.2196571,-0.21441408,-0.17227241,0.028079174,0.23895909,0.18249923,-0.14886697,-0.011186632,-0.19517055,0.18575603,0.10344356,-0.27736938,-0.25613242,-0.12027891,-0.34209216,0.15294515
P62993,-0.02934505,0.34598678,0.05620483,-0.045943677,-0.09375318,-0.1456213,-0.17069797,0.33036748,0.10224073,0.49129263,-0.30551264,0.29890165,-0.03000231,-0.30967012,0.038730904,-0.3608814,-0.086564556,-0.3570167,-0.1863659,0.1555107,0.3110785,0.08517158,0.15557608,-0.36756098,-0.2596663,0.06852606,-0.02094616,0.13608687,-0.31907678,-0.30751938,-0.50889575,-0.05376231
Q3HL75,0.5491207,-0.079416305,-0.0024004765,0.07183027,-0.02072402,0.0415503,-0.013971858,0.025666516,-0.04137911,-0.1783232,-0.21673253,0.11798047,-0.21622945,-0.23310053,0.21594042,0.119072124,-0.009832349,0.33858338,-0.075262,0.4269539,-0.25367373,0.09817222,-0.3568608,0.08365925,-0.11303979,0.1309495,-0.03650634,0.33084202,-0.105895676,0.69745314,0.12603424,0.18478565
O75400,0.15919034,-0.64004016,0.5233508,0.15243746,0.20392841,0.18231201,0.16087939,-0.16493124,-0.06992299,-0.19662821,0.13519329,-0.006049052,0.52732724,0.0044814274,0.21328825,0.34854186,0.08163898,-0.32534486,-0.15731809,-0.20986873,-0.27647483,0.16433248,0.28077334,-0.45752028,0.08232162,0.51010686,0.034166753,0.23238903,-0.40881157,0.18975477,-0.031510174,-0.23974605
P68104,0.49711365,-0.2732697,0.05676729,-0.041122682,0.041516654,0.11816184,0.053776845,0.115588725,-0.22371322,-0.01265049,-0.18070859,0.18365185,0.008432373,0.003033273,-0.0038597658,0.34129307,-0.036729857,0.05003156,-0.0411556,0.30636087,-0.23080404,0.19932407,-0.24781059,-0.08298998,-0.12571558,-0.022352662,-0.12747498,0.3134609,-0.2430822,0.45042485,0.04860121,0.24566703
P68105,0.49711365,-0.2732697,0.05676729,-0.041122682,0.041516654,0.11816184,0.053776845,0.115588725,-0.22371322,-0.01265049,-0.18070859,0.18365185,0.008432373,0.003033273,-0.0038597658,0.34129307,-0.036729857,0.05003156,-0.0411556,0.30636087,-0.23080404,0.19932407,-0.24781059,-0.08298998,-0.12571558,-0.022352662,-0.12747498,0.3134609,-0.2430822,0.45042485,0.04860121,0.24566703
O95727,-0.30241588,0.09424527,0.12295917,0.32799706,-0.1837995,-0.08281267,0.006086871,0.08302286,-0.31784314,0.7040876,-0.22770175,0.03327611,0.06925364,0.21913053,-0.41165337,-0.15119238,-0.2174541,0.07018818,-0.19513112,-0.016116612,-0.4164585,-0.116906926,-0.29274926,0.21616463,0.18725204,0.13033289,0.58508366,0.20685783,-0.3250258,-0.61973524,0.33746475,0.18781386
Q05080,0.69155914,-0.27743798,0.25822222,0.11498583,-0.017036617,-0.015325934,0.21143515,-0.22521418,0.11671609,0.18395609,0.248285,-0.074870974,0.5265998,0.073592216,-0.2782524,0.16272783,0.20449771,-0.28504643,0.0065562353,-0.19032517,-0.2085337,-0.32421094,-0.3562431,-0.023338387,-0.0018538684,-0.07254477,0.13343349,-0.17737915,0.24759336,0.011498198,0.0142683685,-0.10038308
P25233,0.35213637,0.21288574,-0.11784163,0.18960075,0.051431917,-0.22160295,-0.038705975,0.016120385,-0.034212694,-0.1149576,-0.07698894,-0.22725794,0.038716063,0.016940191,0.16286644,-0.009302586,-0.2918461,-0.24134943,-0.38479182,-0.1727094,-0.098007366,0.025042847,-0.0012049852,0.25587752,-0.036700234,0.31904018,-0.086708955,0.41116863,-0.17039718,0.11454111,-0.25143674,0.06558904
O75129,0.5543651,-0.042506397,-0.2383094,0.46904004,-0.05079668,0.030382335,0.022119746,-0.014926199,-0.08016081,0.15256527,0.065412104,-0.25846562,0.15361567,0.5202594,0.14857823,0.1311362,-0.08352937,-0.028335776,-0.17101762,-0.3103387,-0.35324478,-0.30827987,-0.22723979,0.3522331,0.12914188,-0.19518434,0.10879934,0.41525728,0.24294485,-0.30196607,0.4010344,0.40199482
P02091,0.28793925,0.28531072,-0.15130854,0.18519111,0.094330214,0.089456886,-0.20556912,0.24507703,-0.13209608,-0.11582786,-0.25510284,0.04089047,0.0024036616,-0.79229844,0.15845796,-0.1969095,-0.0695714,-0.24824676,-0.28514165,-0.07383726,-0.04765129,-0.03213302,-0.21679221,0.2485253,-0.043162882,0.34098178,-0.43950182,0.3831326,-0.22966458,0.3512609,0.037064895,0.0762022
A8KC60,0.7386773,0.11081502,0.10691269,0.0004924629,0.10846139,0.036341228,-0.019274354,-0.04855315,-0.1341965,0.052287072,-0.09395287,0.032839537,-0.01943086,0.3093637,-0.27233556,0.4963898,-0.11269121,0.14483859,-0.4128596,0.048348553,0.1024788,0.01832804,-0.36108294,0.073461644,-0.09763259,0.17165712,0.10231656,0.12929621,-0.1178014,0.40281564,-0.0072549284,0.26910377
P63165,-0.17685947,0.762695,0.12738852,0.3346358,-0.07534044,-0.11164832,-0.15630618,0.31435257,-0.20896953,0.463657,-0.21846405,0.08488746,0.0902081,-0.38073438,-0.4631152,-0.20605825,-0.074147984,-0.38840345,0.06525076,-0.0911529,0.17694266,0.07952219,-0.18502542,-0.07142839,-0.071306884,0.27185878,0.2709542,0.32355368,-0.3660382,-0.28318092,-0.20532754,-0.15027887
P10809,0.5718631,-0.5879243,0.052814085,-0.11598437,0.08490125,0.25402558,0.12809983,0.018520031,-0.034580246,-0.15635088,-0.1421225,0.05824711,0.25835007,-0.21158093,0.036633424,0.32769218,0.16121417,0.41013032,0.4364846,0.19054723,-0.24306059,0.08984581,-0.3868695,0.05290132,-0.06575903,-0.051877808,-0.26623613,0.47719395,0.0742632,0.5515916,0.3079034,0.06867449
P53584,0.4889891,0.12182978,-0.26053187,-0.17109685,0.07688957,-0.20458913,0.12096003,-0.02387571,0.19700654,-0.008823782,0.06745504,-0.21138999,0.056674138,0.17724441,0.047381796,0.1367773,-0.2643913,0.23330134,-0.39776072,0.19024399,-0.27616587,-0.42774424,-0.6348094,0.33349234,0.12957352,0.12659794,0.12460339,0.16288558,0.07234804,0.061257064,0.18623912,0.28794336
Q9MZB4,0.09356822,0.5989458,-0.14292006,-0.03656619,-0.10782045,-0.4004898,-0.1317824,0.27869946,0.04472871,0.14588407,-0.0847647,-0.14454493,-0.22294395,-0.21766216,-0.13053492,-0.0880298,-0.079859644,-0.17765096,-0.38435522,0.19450724,0.19190945,-0.04459645,-0.27569044,0.19183725,-0.08216487,0.24169967,0.22581002,0.050757647,-0.05775336,0.102699816,-0.28558865,0.0316969
P0DPK5,0.4206528,0.42121273,-0.41731152,0.33856052,-0.25546902,0.086702324,-0.20819876,0.10078201,-0.11979541,-0.07892929,-0.12399278,0.24793777,-0.22881718,-0.35754138,0.44954684,-0.14629047,-0.21399781,-0.42090404,-0.3590348,-0.06316977,-0.020590343,-0.12818894,-0.008613604,0.38150248,-0.18591148,-0.0035865717,-0.5391629,0.37308976,-0.2788235,0.30356348,-0.28424692,0.054089293
P08902,0.450579,0.24416308,-0.10815877,0.20072062,-0.11785681,0.050151855,-0.16815527,0.6606253,-0.014540277,-0.22862786,-0.17380336,0.25714213,0.21714936,-0.14347014,-0.035525255,0.164758,0.0934163,-0.10608816,-0.14794421,-0.44077638,0.1996056,-0.24361694,-0.5858231,0.23974045,0.04093817,-0.33781964,0.14356935,0.35882038,-0.21026883,-0.06246297,0.036238164,0.18762021
Q88YH3,0.4609993,-0.23270608,0.045077447,-0.03865567,-0.028298512,0.01817055,0.041355774,0.10935138,0.06459837,-0.16606182,-0.23576114,0.08019135,0.10230697,-0.22586894,0.034211487,0.23619352,0.015984997,0.37157714,0.2086632,0.3554394,-0.17900424,0.044517025,-0.5363121,0.013695015,-0.059965327,0.05549637,0.05101955,0.46026784,-0.19778015,0.48024684,0.06785247,-0.017803118
O81770,0.18006577,-0.2891512,-0.118275195,-0.25571913,0.057825916,0.02373743,0.14883108,0.0012661554,0.006616786,0.15718162,0.47272763,-0.09247449,-0.17042376,0.37439272,0.32448962,0.21167582,-0.034038063,-0.23934597,-0.043938663,0.19260013,-0.019678965,0.09484637,-0.30005863,-0.16398789,-0.007661432,-0.014291313,0.11929166,-0.32638675,0.40143728,0.14499925,0.20810167,0.35239536
P15700,-0.4096288,0.17292202,0.26636237,-0.027830575,0.26545778,-0.16218063,-0.03583683,0.19407044,0.102177665,0.44978622,-0.13393581,-0.15964991,0.105419904,-0.35105622,0.14124668,-0.2104112,0.013118226,-0.34209293,0.22011468,-0.029930241,0.1521131,0.45328122,-0.27831686,-0.055987388,0.0008690581,0.052081194,0.0060088187,-0.21662442,0.20164628,-0.11310023,-0.1975187,-0.05466336
P10493,0.5551856,-0.11639638,-0.2211579,0.1304172,0.077029325,-0.16764522,-0.00034523755,0.16270436,0.23026727,-0.03368017,-0.03522355,-0.1360709,0.30708033,0.46710372,0.14851913,0.20138167,0.06068847,0.05425631,-0.1877042,-0.3787357,-0.007889509,-0.30871552,-0.1998967,0.16803445,0.14489537,-0.21234457,0.13503945,0.6517544,0.22519459,-0.29847914,0.21504265,0.1887881
P03615,0.47619927,0.15583543,-0.052656777,0.10378588,0.03269892,0.12719482,-0.21104185,0.50602156,0.021928966,-0.20114926,-0.37796226,0.41958132,0.033322543,-0.542537,0.23164964,-0.009939656,0.10986623,-0.07258345,-0.21356836,-0.41054025,-0.022825621,-0.11139791,-0.23693128,0.25476685,-0.14525205,-0.33955666,-0.38203597,0.3586453,-0.43263096,0.16761671,-0.15249711,0.115111515
P28241,0.44348913,-0.034152,-0.015756864,0.15275863,0.021218814,-0.0034474507,0.030458108,0.32654613,0.026635125,-0.19140004,-0.10384158,0.05354923,0.112518765,-0.396963,0.11883391,-0.08417322,0.00029942766,0.06937626,0.102016844,0.17948622,-0.25101936,-0.13070214,-0.47609502,0.06874161,-0.07686274,-0.03311399,0.028242245,0.2968807,-0.06488429,0.31549847,0.19252636,0.097481325
O60906,0.13315673,-0.093750134,-0.2651868,0.085619286,-0.12495351,-0.08534706,-0.12677713,-0.092110455,-0.18338385,0.19534355,0.17684734,-0.37639138,-0.4906823,0.36458084,0.31891745,-0.104427174,-0.36515138,-0.17889237,-0.45329633,-0.08217891,-0.08520685,0.14697209,-0.06990708,0.3488065,-0.015267253,0.3550577,0.1819213,0.050510466,0.11189382,-0.31175894,0.06726801,0.36403292
O75334,0.23532392,-0.6377963,0.06439756,-0.14872317,-0.13560262,-0.13402238,0.15483226,-0.9073214,-0.008131586,0.54053354,-0.083664455,0.086628884,0.69963527,-0.0070021003,-0.28831768,-0.3214324,0.31432804,-0.37836212,0.11301956,0.07151762,-0.25528342,-0.06411834,0.27539864,0.043576322,0.07947527,0.30760565,-0.3389939,-0.29166514,0.5376496,-0.23399226,-0.1397315,-0.47661442
O60609,0.40209526,-0.07479712,-0.17849119,-0.00023305975,0.10244567,-0.33856422,-0.055179104,-0.055109486,0.20433475,0.095859274,0.03912033,-0.3648425,-0.061337367,0.1180664,0.1900966,-0.19301541,0.08666912,0.15632813,-0.701622,-0.19673255,-0.2026439,-0.3486432,0.2395834,0.11591895,0.087598,-0.04365409,-0.031665236,0.2657022,0.30391532,-0.038424358,0.24030799,0.40677714
P01857,-0.26290733,-0.09499745,0.16874497,0.25176704,-0.10057098,-0.021422453,-0.12378659,0.2510647,-0.36282957,0.48472562,-0.3355116,0.26251164,0.14181451,0.19068381,-0.2935743,-0.19271307,-0.152284,0.07661618,-0.26455998,-0.14786696,-0.35144824,-0.06180849,-0.026114985,0.025377853,0.17926809,0.10460064,0.43977374,0.36014986,-0.33606195,-0.66235065,0.44275022,0.25423497
Q0VCU1,0.8411645,-0.23015504,0.023984168,0.017807448,-0.021564916,0.16167562,0.037307307,0.029421482,-0.053360596,-0.21998893,-0.15266198,0.08906102,-0.18264098,-0.018670633,0.10703919,0.34753266,0.08002037,0.32751587,-0.21347421,0.17513835,-0.14558542,-0.011978373,-0.4343819,0.042557158,-0.04421717,0.08037032,-0.051386073,0.34054065,-0.11552162,0.56815726,0.15345247,0.29540503
O15537,-0.35113138,0.6325004,0.09080185,-0.0064523797,0.18005279,-0.27438638,-0.08689534,0.42225313,0.061899975,0.55114996,-0.16863823,0.14679667,-0.19736923,-0.14800201,-0.18164784,-0.48982865,-0.07723577,0.24055369,-0.505896,-0.3058993,0.11593185,-0.17194764,0.015912008,-0.06926639,-0.06263906,-0.1683576,0.36654913,-0.026835963,-0.28142223,-0.21877897,-0.025987506,0.52054316
P16233,0.36121923,-0.14683901,-0.019901585,-0.31373972,0.30439484,-0.03331524,-0.017836511,0.36083978,0.20401745,-0.010501251,-0.0067906156,0.10253127,-0.08771418,0.25911304,0.11827,0.26845044,0.17608613,0.2707491,-0.3932406,-0.35243246,0.23746736,-0.059443444,-0.3612174,-0.05843643,0.052338526,-0.2614979,0.16647238,-0.05061102,0.03830783,0.1153938,0.12148687,0.5171413
P14384,0.064039215,-0.08943947,0.107299075,-0.15479143,0.09904341,-0.27790818,-0.0015535727,0.2307321,0.14643778,0.28946722,0.068971865,-0.1982077,-0.12720063,0.22471435,0.016318984,0.22342768,0.0875462,0.03877415,-0.5275841,0.010652773,-0.06831562,-0.08707777,-0.3467179,-0.044780307,0.09686071,0.027196739,0.5267984,-0.13399902,-0.023120373,-0.12967233,0.15878326,0.32642758
P05187,0.21491201,-0.35485435,-0.2771616,-0.31047958,0.19011313,-0.036319584,-0.024387576,0.06595743,0.13205,-0.05390738,0.07349842,-0.17953944,-0.20399584,0.2944785,0.4564276,0.26960814,-0.058562946,0.047491405,-0.2647722,-0.15621775,0.07442407,0.19409782,-0.23015562,0.18047272,0.114056304,0.003991496,-0.15694894,0.13927549,0.22093089,0.1749732,0.050803304,0.4124514
O75694,0.8460174,-0.23951076,-0.33106172,0.113416545,-0.0602106,0.15646565,0.08329038,0.1097289,0.20077066,0.035855323,0.13566667,-0.078303546,0.10031404,0.19571336,0.11872963,-0.11092256,-0.13331579,-0.011274662,-0.18598887,-0.116881736,0.16555248,-0.3991823,-0.3938162,0.029466031,0.015432179,-0.055980306,0.05030656,0.2237244,0.14895402,-0.24152108,0.09877655,0.32322675
P01588,0.017132655,0.37291282,-0.38293403,0.26035035,-0.111358024,-0.28312525,-0.07479567,-0.097891584,-0.30680448,0.34757653,0.089853376,-0.37992623,-0.32002354,-0.12983882,0.09241714,-0.5364676,-0.08742805,0.0003934987,-0.3937151,-0.31986845,-0.39497912,-0.24504152,0.06367278,0.64965874,0.03342455,-0.06549895,-0.15094069,0.32122773,0.30956966,-0.1807057,0.38328245,0.50364965
Q6PBE2,0.23536314,0.46756703,0.037276153,0.02447586,0.008912377,-0.44614074,0.0025067553,-0.17658228,0.14903305,0.39637026,-0.0662354,-0.1461885,0.047416598,-0.47491246,-0.20882303,-0.5446089,0.15008408,-0.012466427,-0.15291765,-0.11961993,-0.022656858,-0.25987446,0.08724141,0.12674393,-0.16172048,0.082122415,-0.098989695,-0.06255503,0.03413008,0.012323439,-0.30791992,-0.17571743
P14079,0.3928405,0.54273653,-0.297498,0.4158815,-0.107523546,-0.01628314,-0.092347756,0.083522394,-0.29186103,-0.086317345,0.17765039,-0.19283593,-0.2192737,0.3184801,-0.11051207,-0.15766756,-0.4163438,0.07870275,-0.44947898,-0.3903752,0.036499053,-0.248868,-0.3863718,0.32724983,0.05701732,0.2788565,0.45605767,0.068442866,-0.24541102,-0.11662592,0.06783074,0.5690607
P13725,0.2243206,0.5374133,-0.33145753,0.27859533,-0.16880715,-0.30554911,-0.16064975,0.15608919,0.018843397,-0.019990966,0.23593745,-0.14112177,-0.2948553,-0.137382,0.26160514,-0.26470178,-0.0035992824,-0.40182585,-0.45878413,-0.158304,-0.19289696,-0.36048907,0.17426458,0.3442238,-0.074809045,-0.079192325,-0.1422546,0.32851008,0.22462343,0.053731322,0.051779605,0.09714849
P0ABE5,-0.6652794,0.46763158,-0.16207051,-0.11138303,-0.2037383,-0.29867834,-0.14785416,0.2873207,0.38917655,-0.061755672,0.004225895,-0.2574823,-0.012042113,-0.6632616,0.28296202,-0.2518791,-0.39054802,-0.42179963,-0.2949809,0.4672212,-0.45790684,-0.23981722,-0.23632614,0.24601011,0.3254538,0.37847266,-0.13013986,0.15952381,0.014838904,-0.0827999,-0.07111946,-0.2544949
Q13114,0.34459656,-0.49935138,0.22628357,-0.13565852,0.02893646,0.05927585,0.098836794,-0.34054786,-0.23083931,0.6700547,-0.16090336,0.24032187,0.30122733,0.03791456,-0.2576786,-0.11600475,0.13029677,-0.2503934,-0.3344244,0.041750573,-0.111428656,0.055813313,0.13627099,-0.18932424,-0.018704623,0.1556414,-0.07099727,-0.13851851,0.07944487,-0.26636177,0.13353841,0.059184417
P04591,0.46348244,-0.32186812,0.042815406,-0.04837383,0.053455584,-0.11237684,0.048785567,-0.2600468,0.03272231,0.2204831,-0.045098014,-0.12838203,0.024647027,0.31425777,0.09878736,0.36290947,-0.122033805,-0.15079227,-0.40903562,-0.14887744,-0.09413144,0.06131722,-0.10999876,0.12229313,0.017350718,0.18541223,-0.06501134,0.32323986,-0.2774313,-0.075792894,-0.25537476,-0.025349304
Q8G6W1,0.050467357,-0.53637,-0.11031028,-0.2834246,-0.12664971,-0.036864057,-0.04190576,-0.18282968,0.012585297,0.21473101,-0.17197648,0.08258202,0.15318799,0.13042852,0.46060166,0.31290263,0.044264037,0.11759357,0.4814655,0.16766292,-0.017106332,0.4452172,-0.601671,-0.00882565,0.08764743,-0.2928941,-0.09001191,0.0130374655,0.019739777,0.034251407,-0.1471752,0.06636216
P23381,0.7335195,-0.15945815,-0.04123462,-0.07169097,0.08247889,0.07829974,0.012612149,0.04293139,0.009010553,-0.111347914,-0.037991844,-0.10735607,0.070858106,0.113088764,-0.12600437,0.41466594,-0.10824782,0.12475903,-0.21014613,-0.03773602,0.014003471,-0.050752908,-0.38477215,0.13544917,-0.036915228,0.10855809,-0.0913039,0.24376178,-0.12118398,0.32565153,-0.062614754,0.21909396
P06454,-0.20687737,0.3567111,0.38333684,0.30440393,0.3944696,0.32282916,0.09278609,0.18841232,-0.39684594,-0.006937802,-0.22417036,0.09608985,0.79728687,-0.16167215,-0.36172894,0.22910425,-0.045237422,-0.4043345,0.41906342,-0.5504989,0.28940636,0.48419875,0.049799193,0.0011601578,-0.03429976,0.44690672,-0.12099511,0.35821778,-0.1644142,0.19242562,-0.114316404,-0.31789017
O95071,0.7576524,-0.15814887,-0.26915854,0.15015703,-0.096650004,0.016305372,0.08641355,0.08004846,0.1896246,-0.012620129,0.29817683,-0.07787031,0.3118487,0.4117363,0.09160548,0.09911134,-0.031014632,-0.17369586,0.11611978,-0.18926635,0.05046083,-0.36695892,-0.33948627,0.026108062,-0.022836268,-0.27215257,0.1034998,0.30448538,0.41097605,-0.17478164,0.15076622,0.1873459
P04637,0.38390505,0.27195993,0.0013273247,0.451007,0.043998517,-0.05836542,0.018777512,0.051406402,-0.17930706,0.10267529,-0.057085447,-0.06141913,0.077737704,0.23333943,0.024475247,0.008816764,-0.2655621,-0.2839909,-0.5604404,-0.16822961,-0.025588527,0.00016877055,0.051420968,0.011918528,-0.04805243,0.19380143,0.1735112,0.26158047,-0.28155437,0.124581024,-0.16374537,0.3155592
P09956,0.51689553,-0.8195466,0.41103676,0.067368574,0.099924766,0.38393965,0.1398575,-0.14039391,0.09527759,-0.40674937,0.24905631,0.11156394,0.23381534,-0.1281859,0.36361274,0.049938515,0.17328896,-0.06062704,-0.10312535,-0.53267896,-0.36775005,-0.100771055,0.36002576,-0.38173175,-0.0016292632,0.1608801,-0.13496713,-0.10872063,-0.5284732,-0.010286301,-0.13841957,-0.21628988
P17506,0.5214175,-0.28932858,-0.048635326,-0.0481788,-0.09698295,0.040678598,0.019077256,0.0790662,-0.18105222,0.061603814,-0.14198369,0.17043373,-0.071735516,0.09856954,0.06840638,0.2955308,-0.050142333,-0.01647767,-0.101169445,0.34437072,-0.2120915,0.14888877,-0.23734413,-0.09950794,-0.1488336,-0.06997785,-0.063292116,0.22300136,-0.27134883,0.31740957,-0.09151593,0.293117
P13667,-0.38917524,-0.62201774,0.27498785,-0.5099084,0.1680898,-0.01211486,-0.048710704,0.18377154,0.16040228,0.15507427,-0.053602807,-0.112038374,0.52285236,0.252027,-0.014494322,0.5800698,0.11644068,-0.14739388,0.08748152,-0.12762922,-0.080107935,0.3011597,0.13362214,-0.041013367,0.17250608,0.118165374,-0.052431434,0.40963042,0.37503397,-0.20422585,0.1750044,-0.12496665
P27487,0.47161728,-0.45187455,-0.22994284,-0.28656465,-0.4297354,-0.044616073,-0.18391661,0.28288537,0.14049046,-0.100159824,0.02525758,0.10882573,-0.09516932,0.27756733,-0.19341278,0.10236524,-0.011593524,0.0062038787,-0.435434,0.21943295,0.2756728,-0.24121472,-0.15964691,-0.27316463,0.08657588,0.21728644,0.42440635,0.17299393,-0.12363413,-0.3651752,-0.09567869,0.16492252
Q21648,0.08409475,0.4372568,0.33132568,-0.10217846,0.13895306,-0.30380306,-0.031989254,0.23805441,0.31852627,-0.65180516,0.3132648,0.2931721,-0.05987689,-0.017450854,0.5138851,-0.1395645,-0.037767272,-0.012357336,-0.29449317,-0.27325127,-0.25655484,-0.24040401,0.79800427,-0.557742,-0.18273321,0.25854877,0.13265288,0.4420935,-0.40900487,0.15694086,-0.27019376,-0.28548643
O14792,-0.20047536,0.17853919,-0.115684375,-0.04220394,0.10144571,-0.33201754,0.00472302,0.047948275,-0.050406955,0.31234866,0.057376824,-0.4713371,-0.2437358,0.014231458,0.1914663,-0.194349,-0.18331726,-0.23047242,-0.4564391,-0.26867083,-0.19402853,0.12823775,-0.12010719,0.4634945,0.07980802,0.10928053,0.07743004,-0.08471785,0.12019803,-0.2294027,-0.04659018,0.29227006
P28862,0.32302594,-0.18963356,-0.10140532,-0.1780469,0.12515455,-0.12439248,-0.0060767904,0.14232104,0.061074987,0.2763663,0.007999532,-0.09306854,0.182204,0.37982714,-0.07699584,0.3050013,0.04473723,-0.05368149,-0.25475672,-0.09024327,0.2049417,0.00945349,-0.23430853,-0.05902742,0.054351553,-0.12994726,0.13541943,0.24969792,0.24212731,-0.05279982,0.119872466,0.3340754
