accession_code,ESM_64_dim_0,ESM_64_dim_1,ESM_64_dim_2,ESM_64_dim_3,ESM_64_dim_4,ESM_64_dim_5,ESM_64_dim_6,ESM_64_dim_7,ESM_64_dim_8,ESM_64_dim_9,ESM_64_dim_10,ESM_64_dim_11,ESM_64_dim_12,ESM_64_dim_13,ESM_64_dim_14,ESM_64_dim_15,ESM_64_dim_16,ESM_64_dim_17,ESM_64_dim_18,ESM_64_dim_19,ESM_64_dim_20,ESM_64_dim_21,ESM_64_dim_22,ESM_64_dim_23,ESM_64_dim_24,ESM_64_dim_25,ESM_64_dim_26,ESM_64_dim_27,ESM_64_dim_28,ESM_64_dim_29,ESM_64_dim_30,ESM_64_dim_31,ESM_64_dim_32,ESM_64_dim_33,ESM_64_dim_34,ESM_64_dim_35,ESM_64_dim_36,ESM_64_dim_37,ESM_64_dim_38,ESM_64_dim_39,ESM_64_dim_40,ESM_64_dim_41,ESM_64_dim_42,ESM_64_dim_43,ESM_64_dim_44,ESM_64_dim_45,ESM_64_dim_46,ESM_64_dim_47,ESM_64_dim_48,ESM_64_dim_49,ESM_64_dim_50,ESM_64_dim_51,ESM_64_dim_52,ESM_64_dim_53,ESM_64_dim_54,ESM_64_dim_55,ESM_64_dim_56,ESM_64_dim_57,ESM_64_dim_58,ESM_64_dim_59,ESM_64_dim_60,ESM_64_dim_61,ESM_64_dim_62,ESM_64_dim_63
P0AFW0,0.07178565,0.10159604,-0.19404662,-0.23188564,0.004678387,-0.064672746,-0.01139652,0.22846356,-0.04246486,-0.03610511,-0.14191839,-0.05288465,0.11539156,-0.13893205,-0.17784737,0.042169448,0.06885101,0.10392662,-0.18945049,0.14251538,0.2537512,-0.0547437,0.14749703,0.03878159,-0.037680387,-0.09226021,0.30384618,0.04795956,0.003693523,-0.3316112,0.124952935,-0.18719102,-0.1220202,0.024611747,0.1684127,0.16239631,-0.30419764,0.07196884,-0.01698263,-0.11336292,-0.09426148,0.39585686,0.096910425,-0.009588178,-0.035682213,-0.27764866,-0.044263326,0.3158219,0.036257304,0.057074063,-0.09590727,0.017830675,-0.09447384,-0.20720777,-0.04192832,-0.050507613,-0.10028313,-0.080929354,-0.34582967,-0.36194652,0.21549855,-0.070128754,0.00533057,0.03060614
P06821,-0.13710466,0.03970343,-0.18505551,-0.1333186,0.26139435,-0.32664007,0.046877567,-0.048512198,-0.08317824,0.34430173,-0.09916569,-0.073463455,0.0844099,-0.28169984,0.21606207,-0.083461404,-0.0938171,0.15518095,-0.18600787,0.103376634,0.1501095,0.0066083707,0.002043657,-0.056618694,0.15741761,0.1203914,0.1908591,0.10897729,-0.04382839,0.061340727,-0.00621929,-0.33481556,0.11827259,0.09033029,-0.12569629,0.13172397,-0.4235015,0.02542525,0.036623165,-0.045721367,-0.24074805,0.26593772,0.054545023,0.07850896,0.031079762,-0.24932508,0.050556287,0.37211975,-0.14116284,0.22182131,-0.13172917,-0.08823545,-0.042128306,-0.18213457,-0.27739015,0.027090758,0.14878714,0.33572775,-0.44627976,-0.32393783,0.14901419,-0.17840618,-0.076438904,0.06697656
O08807,0.027732305,-0.03157795,0.0053233653,-0.089501716,-0.050023522,0.13324142,-0.19414838,0.27173865,-0.2779778,-0.026762284,-0.023345873,-0.0666869,0.007242216,0.032265898,-0.15140317,0.087969065,-0.042393595,0.10084059,-0.008466259,0.0689076,0.058634955,0.053524464,0.15675929,0.083830245,-0.10348636,0.14802027,0.09413178,0.2805779,0.16932565,-0.42496625,-0.16586572,-0.11377843,-0.035259593,-0.104251474,0.19881535,0.0009365827,-0.13244678,-0.21177083,0.1560739,0.0118922815,-0.08320801,0.15811387,-0.063177034,-0.12089777,0.06595401,0.108152404,0.3535276,0.14488211,0.12477351,0.042391248,-0.073654816,-0.35981524,-0.13664983,-0.06674019,-0.042982128,0.09821721,-0.13491014,0.29799,0.060004473,0.033110544,0.19414072,0.11377565,0.08232613,0.22240406
Q7NBZ0,-0.08478692,-0.11118949,0.12252892,0.07991061,-0.26635465,-0.014575358,0.048754197,0.10550961,-0.0073659196,-0.49504465,-0.02360496,0.016608838,-0.1689816,0.2251137,-0.16290464,-0.011198927,0.4174959,-0.0790294,-0.07580206,0.09610986,-0.03151912,0.06590773,0.15007514,-0.21482408,-0.28831485,-0.43382823,-0.0016152263,-0.079584576,0.7064419,-0.0012711957,-0.06638094,0.18260878,0.082142845,0.20812452,0.23024927,0.12110119,0.064272076,0.0054067615,-0.3419003,-0.15603991,0.015333921,-0.48407453,0.2523294,-0.11465329,-0.045303177,0.33493832,-0.36482495,-0.11995937,0.042534187,-0.23449576,-0.017439313,-0.013763616,-0.034962866,-0.27848396,-0.12852015,-0.40616727,-0.25218326,0.18035948,-0.18751857,0.122894585,-0.17491269,0.035678647,0.11672956,0.16322145
O94913,0.025863364,-0.13136828,0.09631655,0.004242845,-0.18800445,0.13823019,0.24137133,-0.15912251,0.10870012,0.13790897,0.304252,-0.06018356,0.07994085,0.31486636,-0.02302365,0.13146858,0.26793033,0.1517024,-0.32033992,-0.16068543,-0.062476214,-0.11173355,-0.022282392,-0.08889042,-0.37488306,0.26186356,0.3786996,-0.09045525,-0.25891745,0.14676267,-0.105452396,0.18033633,-0.044671196,-0.15172029,0.21639098,-0.3089715,0.29547337,0.09392272,0.31276858,0.021278128,0.27717137,-0.13428564,-0.15495548,-0.14179382,-0.12643392,-0.08386007,-0.23112789,-0.14456229,0.12343917,-0.22434394,-0.30638015,0.15873569,0.12880741,-0.10576658,-0.05369727,-0.21307155,-0.007822432,-0.24672927,0.004637627,-0.05417905,-0.16639835,-0.018955477,-0.089157715,-0.0739517
P16333,-0.019056506,-0.15984046,0.14282912,-0.1706774,0.2293999,0.17504762,0.103531644,0.3252707,0.065157734,-0.22137064,-0.07490059,0.103341594,-0.17853715,-0.051776852,0.24613,-0.022681046,-0.0818069,0.18270364,-0.30420524,0.19355752,-0.0027306117,-0.26304004,-0.3260852,0.2490134,-0.09090215,0.01520054,0.030148514,0.010452921,0.17951363,-0.28862828,0.10603767,-0.1959913,-0.32468992,0.2666215,0.0201721,-0.22489634,-0.21188034,0.09405394,0.1338953,0.13998106,-0.07494627,0.17510848,0.26268405,0.046281524,-0.13235423,-0.2735703,0.06027349,0.102355726,0.0701365,-0.03292995,-0.17028023,0.2221023,-0.018541787,0.2064021,-0.55615795,0.11820263,-0.08420512,-0.0849601,-0.22380503,-0.15828495,0.07261284,0.20129347,0.20385161,-0.08020693
A8I4E9,-0.23272428,0.11339216,-0.22875029,0.04100623,-0.104269475,0.24633896,0.43049824,-0.09765069,0.25995892,-0.038288556,0.28424567,0.026831072,0.35772687,0.17181887,0.07554635,-0.1309688,0.3438589,-0.17136562,0.074229814,0.014277702,-0.124267235,-0.20496744,-0.12378078,-0.042269856,0.01439099,-0.12318763,0.07676512,-0.067026086,0.072306365,0.15627,-0.08111219,0.16313466,0.044364147,-0.25197193,0.12560283,0.1895513,0.0610835,0.28038633,0.23884563,-0.07641946,0.029932022,0.0021636002,-0.28119794,-0.18820925,-0.19755922,-0.059029642,-0.329905,-0.08061619,-0.4975754,-0.32583463,-0.44385892,0.17911226,-0.02560364,-0.28440866,-0.10909255,0.056486093,0.16555737,-0.19830573,0.19180354,0.024426475,-0.19255306,0.022712037,-0.045113616,-0.21006952
Q92890,0.16122362,0.017458417,-0.04580418,-0.11032706,0.0703555,0.016717467,0.24570303,0.2380369,-0.0057034343,0.0053217337,0.16342583,-0.0755532,0.14875583,0.20365123,-0.002647534,0.26424402,0.14166816,0.21621685,-0.18065226,-0.0753135,0.113270774,-0.025729738,-0.019914575,0.14985862,-0.15828367,0.10849947,0.2785232,0.18377355,0.09632694,-0.20773444,0.011742696,0.08261103,-0.09458318,-0.16910233,0.3734739,-0.02332345,-0.16474742,0.042812467,0.21996321,-0.056075037,-0.030100215,0.3068817,-0.08571773,0.007867239,-0.054814175,-0.17547312,-0.16367975,0.1808342,-0.01141384,-0.11202973,-0.010938473,0.042662926,-0.00070449524,0.040335827,-0.014612082,-0.033686064,-0.083271556,0.009859882,-0.3199109,-0.22108315,0.01361151,0.011775836,0.13811667,-0.07701186
P0DTD2,0.0062672496,0.05555071,-0.13534299,-0.17011875,0.14355399,-0.22774331,0.07414302,-0.08160111,0.033948578,0.34259406,-0.20377043,0.018249135,0.14897469,-0.23131663,-0.053355828,-0.11794984,-0.059138075,0.11378697,-0.24690874,-0.04788033,0.12392053,-0.18608224,0.23696136,-0.14590096,0.011890709,0.0498902,0.26865238,-0.05624415,-0.050432988,-0.19293898,-0.054021165,-0.29300493,0.17067343,-0.020756766,-0.1619182,0.05261592,-0.3238935,-0.0029517468,-0.02909325,-0.07805616,-0.15688458,0.34106097,-0.017083256,-0.080604255,-0.04223339,-0.27716783,0.075385354,0.39963707,-0.087180875,0.32392323,-0.3943991,-0.11405603,-0.19088493,-0.6228245,0.012288462,-0.022818781,0.0046863407,0.12838843,-0.15666492,-0.24711634,0.18567882,-0.09448573,-0.18317977,-0.023000248
O62479,-0.048804425,0.15352203,-0.1140431,0.06254095,-0.49062914,0.120898455,0.22237769,0.0250214,0.23434782,-0.1133761,0.22624764,0.009526607,0.16082619,0.08353603,0.2275545,0.14236502,0.3224432,0.018641088,-0.08538182,0.073086694,0.048880946,-0.1127997,-0.023880154,-0.0014501289,-0.18424894,-0.09902887,0.07438594,0.056182764,0.071668975,0.040116295,-0.07191866,0.04353404,-0.089562386,-0.090345204,0.25913617,-0.09738898,0.07739766,0.12048399,0.037032172,-0.24944805,0.24214838,-0.11266872,-0.10939853,-0.12164675,-0.31082308,-0.17588387,-0.27236456,-0.12789834,-0.16231222,-0.49044734,-0.33449364,0.21660206,-0.03359851,0.031154446,-0.2206148,0.03636942,0.061950248,-0.03760151,0.05696766,-0.12181534,-0.15540072,0.030997045,0.17596224,-0.22627015
P47017,0.1866874,-0.028851964,-0.23862752,-0.09368128,0.30682525,-0.26607502,-0.0018202066,0.1879058,-0.068853766,0.15596685,-0.04413315,-0.060537543,0.11820554,-0.025626708,0.1837116,0.087386325,0.031217739,0.152799,-0.32418042,0.006816661,0.16954052,-0.08190257,0.010060733,-0.086815715,0.041065503,0.06744166,0.22573934,-0.015181759,0.075355425,-0.31263122,-0.034265615,-0.2859062,0.1331592,0.054159373,0.11336343,0.25779304,-0.3601555,-0.002450956,-0.038755655,0.009006366,-0.083962664,0.25408247,0.025906853,0.0027018301,-0.015133359,-0.054141324,0.015889883,0.38990158,-0.036972582,0.20863496,-0.30090916,-0.080344595,-0.14709504,-0.3362898,-0.20052196,-0.03841131,-0.019977555,0.10657227,-0.21072271,-0.30460405,0.041010574,0.10187099,-0.12887837,0.1274769
P00812,0.078207895,0.032599263,-0.1319091,0.020817697,0.16769731,-0.022449449,0.017432876,0.04184146,-0.08747145,0.047202148,-0.08849783,0.32595944,-0.019079736,-0.106215686,-0.16867994,0.10284631,-0.14608304,-0.15058555,-0.10506494,-0.04370436,-0.111048564,0.26095688,0.11973416,0.0123523325,0.11895519,0.054098967,0.07610321,-0.06452375,0.3807148,0.0022672787,-0.14419708,-0.026614219,0.06011953,0.12541634,-0.048006684,0.011388712,0.042395048,0.09044307,-0.22227369,0.0022810102,-0.055113256,0.07135962,0.19101572,-0.062301386,0.15835625,0.2810728,0.10845709,0.25179482,-0.05312671,0.2501524,-0.030424569,-0.10614603,-0.108516455,-0.022986524,-0.06865877,-0.21317786,-0.16381882,0.08134171,-0.13884059,0.085494846,0.037120506,0.21019334,-0.043320008,0.28323406
Q28399,-0.23987293,0.11019465,0.120703526,-0.13164315,-0.115357354,0.295999,-0.29065537,-0.026969478,-0.19665405,0.15795788,-0.23050964,0.2824596,0.16612124,-0.18140417,-0.16271569,-0.13687271,-0.11088872,0.14683133,0.01415173,0.09536945,-0.07973912,0.21854937,-0.052590117,0.24493408,-0.08817594,0.23471034,-0.6215887,0.06763816,0.28637138,0.23502949,0.31330252,0.4757551,-0.09638393,0.028465822,0.01655608,-0.16537789,0.10069704,0.03622683,-0.1289293,0.05110693,-0.14321998,-0.3006622,-0.026097134,-0.16054966,-0.30977297,0.49580497,-0.1345621,0.24564365,0.070539355,0.15514015,0.119693264,-0.10983002,0.25013196,0.08727195,-0.15243562,-0.20077553,-0.66559416,0.012192838,-0.20471568,0.16658705,-0.13122751,-0.07272967,0.21515706,0.08020021
P36969,-0.19965968,-0.03479246,0.06418349,-0.13944349,0.2314633,-0.021130156,-0.20292808,-0.01835034,-0.2843477,0.17725965,-0.11495522,-0.02766608,0.015310718,-0.06725703,0.028195828,0.05262692,-0.34111762,0.09167801,-0.14252743,0.1958953,-0.09814873,0.014873475,0.018679209,0.06160351,-0.0023989677,0.23141256,-0.10807975,0.203765,0.39839444,-0.40491837,-0.19675165,-0.2742566,-0.12633982,-0.18038261,-0.07599941,-0.039786845,-0.48645866,-0.14600521,0.17344156,0.21181026,0.11119598,-0.048008066,-0.2853685,-0.049014714,0.0244724,0.27286997,0.40828124,0.12080408,-0.018200714,0.32022756,-0.19267574,-0.34284827,-0.12315124,-0.26124752,-0.32898352,0.15250516,-0.12259625,0.4594627,0.19595169,0.028301708,0.1744097,-0.087004095,-0.011816196,0.33914456
P09041,0.07347575,0.093170166,-0.074095994,0.060234472,0.0025267713,-0.040398095,0.18760249,0.049514297,-0.0057665557,-0.22379065,-0.1278763,0.2645662,0.043399714,-0.063346006,-0.22562729,0.3991128,0.250547,-0.11388365,-0.20745198,-0.13370043,-0.07359058,0.26218048,-0.004874736,-0.06403874,0.02258801,0.18130267,0.17121653,-0.01054647,0.3571073,-0.05127488,0.03312113,0.12976271,0.19739854,0.059266962,0.09373116,0.056694664,0.033428088,-0.036880065,-0.17324014,-0.119043395,0.22318302,-0.06618402,-0.042910058,-0.15933241,0.0854739,0.08585644,-0.053622104,0.4310508,-0.03505401,0.10511151,-0.12502769,-0.0017035734,0.06694214,-0.23941949,-0.033240017,-0.28678516,-0.25250515,-0.22194317,-0.20377715,0.13050313,-0.0983389,-0.15760243,0.019480627,0.13429502
A0A0H2US80,-0.0024853498,0.21085007,-0.12845142,-0.17198259,0.13444991,-0.1413564,0.031636655,-0.054913323,0.0023222193,0.13547957,-0.13998309,0.13975267,0.018735336,0.033602778,-0.29483622,0.099704504,-0.0834419,-0.29399264,-0.1263841,-0.15743138,-0.23632157,0.054149143,0.08010753,-0.021524224,0.16948014,0.21092369,0.035731778,0.043527216,0.31162822,0.016518682,-0.19315758,0.06610183,0.30975783,0.009669088,-0.11053644,-0.073094405,-0.06983836,-0.01308422,-0.07343787,0.06764293,0.06694922,-0.06684256,-0.01855654,-0.066544384,-0.05854614,0.11869685,0.14696288,0.40781063,0.020652775,0.32901406,-0.18441793,-0.08167378,-0.07682976,-0.373284,-0.021516137,-0.24562278,-0.12915261,-0.04416305,0.0009782817,0.09024958,0.0040251613,-0.006547231,-0.21801002,0.03950997
O09061,0.10778408,0.12621735,-0.24627097,-0.062233515,0.20386957,-0.13206059,0.047131643,0.120007604,-0.17242722,0.14877823,-0.08335438,0.13243029,0.19894756,-0.15564632,-0.16483288,0.28526947,-0.04825563,-0.041632887,-0.22183044,-0.02548443,0.068908215,0.10798178,0.11716767,-0.12116425,0.16355757,0.10937985,0.28201497,0.03802087,0.12398616,-0.11726457,0.025941623,-0.066434756,0.09066905,0.04471733,0.11942805,0.20296472,-0.2368442,0.083190106,-0.09999156,0.034986243,-0.021088881,0.37823778,-0.09054147,-0.04343279,0.026097357,0.0039898306,-0.015528955,0.30889374,-0.077643536,0.13920528,-0.10821116,-0.049301714,-0.013571214,-0.21690491,0.0049505793,-0.15204939,0.045905437,-0.026465204,-0.22491299,-0.1440038,0.17406477,-0.051379666,-0.09155249,0.021916602
Q9GZM8,-0.2308498,0.027907759,-0.068474494,-0.0077120587,-0.23508288,0.078107335,0.19446184,-0.17930368,0.12161765,0.18697205,0.27463594,0.09459345,0.1901409,-0.058615677,0.13962388,0.045495067,0.06134798,0.20083566,-0.07620931,-0.03083125,-0.100747146,0.13565657,-0.014097761,-0.02151749,-0.13614306,0.009192526,0.19049264,0.042598084,0.0356104,0.026444994,-0.16953647,-0.030498676,-0.035584886,-0.07850873,0.14098014,-0.15906477,-0.012646887,0.030717803,0.13050097,-0.22845303,0.16669933,0.19030255,-0.3229604,-0.094216526,-0.10748969,-0.21836613,-0.31666377,-0.17610979,-0.3322215,-0.32520705,-0.26628724,0.0376288,-0.039367683,-0.033300903,-0.16183533,0.2711756,0.11168718,0.19098315,0.0005750898,-0.06072788,-0.062326916,0.01944857,0.29323468,-0.08372175
P0ABV6,-0.05447927,-0.14274916,-0.256082,-0.39467394,0.23008537,-0.12986365,-0.19629298,0.24956301,-0.13792083,0.14085695,0.08406162,-0.187925,-0.036398422,-0.21429984,-0.06809555,-0.15767433,-0.24297376,-0.116531886,-0.113897294,0.15317068,-0.17600073,-0.09425785,0.24276936,-0.04870633,-0.09802511,0.17290181,-0.023493484,0.4219811,0.44284862,-0.1249645,-0.04744424,-0.22641419,-0.06203181,-0.124854475,-0.07733085,-0.110348545,-0.21027352,-0.19927154,0.35500193,0.26892036,0.006680716,0.15104742,-0.20623755,-0.19972639,-0.017486226,0.042352553,0.31420472,0.049776398,-0.0708994,0.13141178,0.016031384,-0.32038265,-0.23176911,-0.0015770048,-0.49387863,-0.058134995,-0.259363,0.31785372,0.16245086,0.12395808,0.10433902,0.04707964,0.21330065,0.08066358
P01225,-0.10020335,0.03558272,0.07323932,0.15981701,0.11124821,-0.13779882,-0.068150744,-0.13066164,-0.14577134,0.039166648,-0.2769467,-0.016796391,-0.024599185,-0.3320882,0.230664,0.22707273,0.070905894,0.15243588,-0.34294677,0.10344975,0.17394015,-0.008987408,0.01732073,0.1761319,0.3728407,0.10730948,0.27633405,0.099719696,-0.046096124,-0.046779245,0.094935685,-0.48010623,-0.05476253,0.17313579,-0.05557633,0.20451397,-0.56097364,0.08688016,-0.11129236,-0.039174512,-0.056224633,0.2849004,0.17248952,-0.07301505,-0.35395038,-0.22426854,0.36737204,0.54704165,0.18848284,0.28791064,-0.06766999,-0.05287949,-0.10373849,-0.13342264,-0.35220927,0.22982538,0.19175492,0.30760968,-0.4591316,-0.25367618,0.46811318,-0.29937273,-0.20627907,0.19188383
A2ABV5,-0.07035601,0.19914375,0.12172144,-0.119487934,-0.10919361,0.23179667,0.28986156,-0.07483545,0.029974796,-0.14893436,0.013503462,0.108196124,0.13222122,0.056395736,-0.25233942,-0.18755591,0.11761632,-0.166265,-0.10880458,0.087500475,0.119628966,-0.122714564,-0.030501664,-0.12174574,-0.041301027,0.030566245,0.30308777,0.04040108,-0.024926392,-0.059504453,-0.0076878183,0.12853467,-0.008265357,-0.15380722,0.11792974,0.023248747,-0.01531576,0.25802353,0.089093626,-0.092174694,-0.09291193,0.13217065,-0.07545687,-0.011762686,0.07742411,-0.14274126,-0.3834231,-0.06841117,0.08848933,-0.33405334,-0.37152606,0.13261864,0.13998233,-0.22470748,0.01762833,-0.13460559,0.18339607,-0.31366718,-0.03683666,-0.03661757,-0.014697485,-0.08737404,0.10983366,-0.3003563
O55164,-0.08036594,0.087222144,0.0018540006,-0.20583147,-0.123104826,0.18969648,-0.036015987,-0.06826876,-0.008193098,-0.22577149,0.102712736,0.0631772,-0.062754534,-0.08223592,0.029621303,-0.2851925,0.119516425,-0.2250663,-0.3324936,0.20192866,-0.015176471,-0.0036869347,-0.050683238,0.020350255,-0.21226713,0.10548602,0.08912036,0.20200537,0.10805218,-0.018391345,0.10791435,0.11298392,-0.3642094,-0.23412386,-0.05034185,-0.243004,-0.020695817,0.42299423,0.21189544,-0.032872915,0.037239194,0.013549726,0.15723705,0.017970514,-0.24330857,-0.07279998,-0.2164517,-0.11481263,0.16123927,-0.26423526,-0.16082716,0.39756763,0.12005834,0.18012059,-0.50665474,0.104667805,-0.18103729,-0.21536882,0.19070816,0.264349,-0.23380359,0.12573329,0.16042502,-0.0685396
Q8IXK0,-0.16112566,-0.110682875,0.3722989,-0.043805398,-0.018860567,0.16369979,-0.019153267,-0.4058198,-0.101552956,0.018045127,0.141236,0.034626495,-0.2132421,0.20749609,-0.13609867,-0.1223467,0.2247144,-0.10170608,-0.29763693,-0.025119988,-0.29048678,0.39051583,0.25470337,-0.22430009,0.31413594,0.43850577,0.39193535,0.013920529,-0.53910077,-0.16478091,-0.06345639,0.33285218,0.19462903,-0.06707951,0.042509302,-0.352011,0.33440924,0.18419626,0.18915096,-0.13414161,0.17419334,0.1833405,-0.055617876,-0.13836412,-0.19577652,-0.07904941,-0.3771759,-0.46110514,0.09618242,-0.29065794,-0.2542974,0.21229485,0.1743805,-0.28732112,0.20666151,0.29317188,0.030566197,-0.35345203,-0.0122730825,0.20037355,-0.20642632,-0.097561605,0.12172684,-0.06933771
P04049,0.15734404,0.045452148,0.20361486,0.06373417,-0.011452895,0.020250756,0.14009935,-0.106189266,-0.11641164,-0.09934669,0.17828023,0.16971745,0.04613205,0.11272766,0.072307386,-0.033012837,-0.10302764,0.081134245,-0.3155651,0.12052045,-0.1208836,0.015437916,0.05712402,0.05974243,-0.20216733,0.12968653,0.08124547,-0.014434157,0.12478749,0.00701461,0.041779883,0.20393494,-0.26899585,-0.14396538,0.03455754,-0.39186347,-0.0050861053,0.33629918,-0.12374328,0.058839247,-0.12939174,0.021591607,0.11725608,0.13185592,-0.18441755,0.04337836,-0.31675813,-0.21354747,0.107566334,-0.24002819,-0.20535487,0.307807,0.13897099,0.06708091,0.046060823,-0.043671556,0.10757963,0.039078653,-0.028338023,-0.065162495,-0.12278313,0.12877563,0.013080236,-0.168921
P14859,-0.043276288,-0.17458533,0.3648704,-0.10482008,-0.31440526,0.16717707,0.01339905,-0.27230355,0.29062244,0.13794345,-0.07479023,-0.09830111,-0.28825706,0.2836347,-0.1581717,-0.06939176,0.42730695,-0.21852452,-0.19732483,-0.0026044399,-0.19032982,0.027690344,0.30365402,-0.06446296,0.22746049,0.19304813,0.23902656,0.0015255678,-0.4010093,-0.09622016,0.03190605,0.10082702,0.32403,-0.15322107,0.07965322,-0.29454473,0.34952655,0.2298946,0.19920114,-0.19809441,0.059557527,-0.05551495,0.17831388,-0.14940624,-0.19675228,-0.13322338,-0.2671077,-0.12843329,0.23388991,-0.257527,-0.34922343,0.21758312,0.05442309,-0.25575995,-0.080185786,0.20291755,-0.3142783,-0.41978514,0.1374347,0.34433758,-0.45010275,0.0004113838,0.21073478,-0.13323598
P21187,-0.056950808,-0.2332402,0.26551247,-0.18456039,0.0390437,-0.088113144,0.25964993,-0.084499255,-0.06233657,0.03350714,0.2392756,-0.18338643,0.021129245,0.16724087,0.082992464,0.12475166,0.040247586,-0.06465032,-0.057356812,0.0128151905,-0.21688907,-0.017260782,-0.15828559,0.026442438,0.12938672,0.0056909323,-0.25841078,0.2134072,0.038440235,-0.054006934,0.10746654,0.20625895,-0.118499875,-0.20825852,0.11483197,-0.052038908,-0.012963701,0.41333607,0.24221541,0.18893512,0.066089645,0.06840712,-0.23983866,0.28660998,-0.1995739,0.25001466,-0.20626113,-0.36911887,-0.07537441,-0.044853747,-0.11790986,0.47896868,0.09604983,-0.25720847,-0.1541228,0.3507898,-0.39830297,0.09322156,0.48539606,0.20118447,-0.35566735,0.17705801,0.1524651,-0.15709306
O94760,0.078765206,0.21442394,-0.114798605,-0.20243359,0.11764157,-0.06694907,0.30130622,-0.020411093,-0.03859237,-0.035730384,-0.12920341,0.10403411,0.059713792,-0.1156414,-0.13684787,0.16012381,-0.0020566583,-0.0019994797,-0.15149716,-0.05169461,0.14253214,2.9493123e-05,-0.0036967397,-0.09737177,-0.019282877,0.053742982,0.35674053,0.20646234,0.19523168,-0.24336052,-0.13102984,-0.1715848,-0.0070684217,-0.03956403,0.058381174,0.040987357,-0.35002562,0.07645673,0.034401536,-0.06677118,0.20080398,0.25927594,-0.061441034,-0.015900262,0.01597783,-0.17095943,-0.07150092,0.13000613,-0.07302055,0.035205565,-0.23749764,-0.0013773944,-0.010906052,-0.31652957,0.03810794,-0.06730261,0.072915405,-0.11480922,-0.21696125,-0.09190625,0.10217348,-0.08143521,-0.011327032,-0.10379088
I7MG78,0.1575678,0.164008,0.0591707,0.06384847,-0.23383896,-0.04426611,0.17489907,0.26944655,0.033402883,-0.27557084,0.07505867,0.10167238,0.08996165,0.20220892,-0.17340966,0.13060789,0.14536804,0.005809049,-0.0057681575,0.14406765,-0.07305077,-0.087830774,0.22735271,-0.2276448,-0.04430782,-0.050298005,0.24605207,-0.04648236,0.13733022,-0.029434562,0.0027027056,0.30148435,0.15544818,0.058716595,0.36507773,0.22567597,0.17488939,0.13529344,-0.020657346,-0.11802654,-0.16324523,-0.008015625,0.003087692,-0.071726635,0.23081076,0.002493333,-0.12486633,0.25377443,0.06276317,-0.14498349,-0.16551323,0.119901426,0.26335722,-0.16981417,0.066287436,-0.32107508,0.046821576,-0.17320737,-0.24456179,-0.28063655,-0.12376047,-0.13482524,-0.033174876,-0.046652477
P17256,-0.07327184,0.087939754,0.059692256,-0.010262601,0.15904891,0.19031775,-0.22867171,-0.12410608,0.010247298,-0.16250318,-0.12183857,0.44749314,-0.12387229,-0.15668792,-0.082303286,-0.16540585,-0.123920575,0.12699595,-0.023454018,0.05485551,0.010615502,0.26704755,0.17594421,-0.060495317,-0.15326133,0.08593229,0.009074524,0.027479487,0.46257952,-0.05055683,0.16730103,0.10511591,0.16954081,0.3978181,-0.06977651,-0.0034039244,0.047585715,-0.12694025,-0.33352393,-0.09381963,-0.09893754,-0.047549568,-0.058987763,-0.19113559,0.048650734,0.15775657,-0.0008171573,0.056873508,-0.09256319,0.08381107,-0.0028687418,-0.23283467,0.10331535,-0.028692096,-0.012555007,-0.12004956,-0.24907875,0.030400597,-0.34524634,0.11185552,0.15228133,0.020129327,0.32443407,0.0030089729
P09546,0.056575276,0.17328735,-0.08647654,-0.018361926,-0.055171575,0.06584005,0.025472596,0.15709987,0.014862008,-0.30594763,0.08964713,0.16844605,0.15088196,0.123901516,-0.15885876,0.014940437,0.11450108,-0.15173396,0.08321641,0.22851123,-0.16170575,-0.10376252,0.1872809,-0.21676427,0.07963311,0.035147943,0.14667143,0.022979354,0.104829885,0.021427564,0.14687684,0.28123045,0.20276405,0.16877508,0.31898865,0.27982652,0.14904916,0.20077376,0.052449256,0.013330057,-0.2033056,0.00077618286,-0.18576998,-0.13781972,0.07469285,0.05516445,-0.22458804,0.022139981,-0.08149645,-0.32296824,-0.16523966,0.11707423,0.40470067,-0.13294744,0.03108782,-0.24328047,0.043748606,-0.34559983,-0.09385916,-0.06260398,-0.04758104,-0.22963867,-0.060953278,-0.18907523
